Año	Mes	violence type	CaseCount
2015	8	VS	51
2015	9	VI	8
2015	9	VS	56
2015	10	VI	11
2015	10	VS	43
2015	11	VI	10
2015	11	VS	35
2015	12	VI	13
2015	12	VS	31
2016	1	VI	16
2016	1	VS	77
2016	2	VI	16
2016	2	VS	61
2016	3	VI	8
2016	3	VS	60
2016	4	VI	9
2016	4	VS	62
2016	5	VI	2
2016	5	VS	47
2016	6	VI	1
2016	6	VS	54
2016	7	VI	6
2016	7	VS	41
2016	8	VI	11
2016	8	VS	56
2016	9	VI	3
2016	9	VS	46
2016	10	VI	2
2016	10	VS	51
2016	11	VI	5
2016	11	VS	55
2016	12	VI	3
2016	12	VS	56
2017	1	VI	12
2017	1	VS	97
2017	2	VI	9
2017	2	VS	85
2017	3	VI	21
2017	3	VS	66
2017	4	VI	25
2017	4	VS	73
2017	5	VI	13
2017	5	VS	61
2017	6	VI	30
2017	6	VS	71
2017	7	VI	16
2017	7	VS	56
2017	8	VI	21
2017	8	VS	66
2017	9	VI	12
2017	9	VS	59
2017	10	VI	38
2017	10	VS	67
2017	11	VI	20
2017	11	VS	71
2017	12	VI	14
2017	12	VS	57
2018	1	VI	16
2018	1	VS	97
2018	2	VI	29
2018	2	VS	68
2018	3	VI	21
2018	3	VS	85
2018	4	VI	5
2018	4	VS	58
2018	5	VI	9
2018	5	VS	69
2018	6	VI	9
2018	6	VS	61
2018	7	VI	11
2018	7	VS	89
2018	8	VI	9
2018	8	VS	80
2018	9	VI	1
2018	9	VS	51
2018	10	VI	6
2018	10	VS	56
2018	11	VI	8
2018	11	VS	56
2018	12	VI	9
2018	12	VS	41
2019	1	VI	6
2019	1	VS	79
2019	2	VI	14
2019	2	VS	79
2019	3	VI	8
2019	3	VS	75
2019	4	VI	2
2019	4	VS	51
2019	5	VI	2
2019	5	VS	65
2019	6	VI	11
2019	6	VS	60
2019	7	VI	8
2019	7	VS	51
2019	8	VI	4
2019	8	VS	57
2019	9	VI	5
2019	9	VS	62
2019	10	VI	7
2019	10	VS	55
2019	11	VI	4
2019	11	VS	39
2019	12	VI	4
2019	12	VS	42
2020	1	VI	7
2020	1	VS	68
2020	2	VI	16
2020	2	VS	38
2020	3	VI	8
2020	3	VS	45
2020	4	VI	12
2020	4	VS	41
2020	5	VI	10
2020	5	VS	41
2020	6	VI	1
2020	6	VS	40
2020	7	VI	14
2020	7	VS	58
2020	8	VI	14
2020	8	VS	61
2020	9	VI	10
2020	9	VS	66
2020	10	VI	9
2020	10	VS	63
2020	11	VI	10
2020	11	VS	60
2020	12	VI	5
2020	12	VS	61
2021	1	VI	12
2021	1	VS	52
2021	2	VI	10
2021	2	VS	46
2021	3	VI	9
2021	3	VS	35
2021	4	VI	12
2021	4	VS	34
2021	5	VI	2
2021	5	VS	28
2021	6	VI	7
2021	6	VS	23
2021	7	VI	6
2021	7	VS	36
2021	8	VI	5
2021	8	VS	32
2021	9	VI	8
2021	9	VS	30
2021	10	VI	16
2021	10	VS	33
2021	11	VI	9
2021	11	VS	30
2021	12	VI	3
2021	12	VS	25
2022	1	VI	11
2022	1	VS	59
2022	2	VI	26
2022	2	VS	45
2022	3	VI	23
2022	3	VS	35
2022	4	VI	16
2022	4	VS	69
2022	5	VI	12
2022	5	VS	62
2022	6	VI	9
2022	6	VS	69
2022	7	VI	24
2022	7	VS	74
2022	8	VI	10
2022	8	VS	73
2022	9	VI	1
2022	9	VS	65
2022	10	VI	5
2022	10	VS	59
2022	11	VI	6
2022	11	VS	53
2022	12	VI	10
2022	12	VS	35
