Año	Mes	violence type	CaseCount
1962	3	VS	0
1962	4	VI	0
1962	4	VS	0
1962	5	VI	0
1962	5	VS	0
1962	6	VI	0
1962	6	VS	0
1962	7	VI	0
1962	7	VS	0
1962	8	VI	0
1962	8	VS	0
1962	9	VI	0
1962	9	VS	0
1962	10	VI	0
1962	10	VS	0
1962	11	VI	0
1962	11	VS	0
1962	12	VI	0
1962	12	VS	0
1963	1	VI	0
1963	1	VS	0
1963	2	VI	0
1963	2	VS	0
1963	3	VI	0
1963	3	VS	0
1963	4	VI	0
1963	4	VS	0
1963	5	VI	0
1963	5	VS	0
1963	6	VI	0
1963	6	VS	0
1963	7	VI	0
1963	7	VS	0
1963	8	VI	0
1963	8	VS	0
1963	9	VI	0
1963	9	VS	0
1963	10	VI	0
1963	10	VS	0
1963	11	VI	0
1963	11	VS	0
1963	12	VI	0
1963	12	VS	1
1964	1	VI	0
1964	1	VS	0
1964	2	VI	0
1964	2	VS	0
1964	3	VI	0
1964	3	VS	0
1964	4	VI	0
1964	4	VS	0
1964	5	VI	0
1964	5	VS	0
1964	6	VI	0
1964	6	VS	0
1964	7	VI	0
1964	7	VS	0
1964	8	VI	0
1964	8	VS	0
1964	9	VI	0
1964	9	VS	0
1964	10	VI	0
1964	10	VS	0
1964	11	VI	0
1964	11	VS	0
1964	12	VI	0
1964	12	VS	0
1965	1	VI	0
1965	1	VS	0
1965	2	VI	0
1965	2	VS	0
1965	3	VI	0
1965	3	VS	0
1965	4	VI	0
1965	4	VS	0
1965	5	VI	0
1965	5	VS	0
1965	6	VI	0
1965	6	VS	0
1965	7	VI	0
1965	7	VS	0
1965	8	VI	0
1965	8	VS	0
1965	9	VI	0
1965	9	VS	0
1965	10	VI	0
1965	10	VS	0
1965	11	VI	0
1965	11	VS	0
1965	12	VI	0
1965	12	VS	0
1966	1	VI	0
1966	1	VS	0
1966	2	VI	0
1966	2	VS	0
1966	3	VI	0
1966	3	VS	0
1966	4	VI	0
1966	4	VS	0
1966	5	VI	0
1966	5	VS	0
1966	6	VI	0
1966	6	VS	0
1966	7	VI	0
1966	7	VS	0
1966	8	VI	0
1966	8	VS	0
1966	9	VI	0
1966	9	VS	0
1966	10	VI	0
1966	10	VS	0
1966	11	VI	0
1966	11	VS	0
1966	12	VI	0
1966	12	VS	0
1967	1	VI	0
1967	1	VS	0
1967	2	VI	0
1967	2	VS	0
1967	3	VI	0
1967	3	VS	0
1967	4	VI	0
1967	4	VS	0
1967	5	VI	0
1967	5	VS	0
1967	6	VI	0
1967	6	VS	0
1967	7	VI	0
1967	7	VS	0
1967	8	VI	0
1967	8	VS	0
1967	9	VI	0
1967	9	VS	0
1967	10	VI	0
1967	10	VS	0
1967	11	VI	0
1967	11	VS	0
1967	12	VI	0
1967	12	VS	0
1968	1	VI	0
1968	1	VS	0
1968	2	VI	0
1968	2	VS	0
1968	3	VI	0
1968	3	VS	0
1968	4	VI	0
1968	4	VS	0
1968	5	VI	0
1968	5	VS	0
1968	6	VI	0
1968	6	VS	0
1968	7	VI	0
1968	7	VS	0
1968	8	VI	0
1968	8	VS	0
1968	9	VI	0
1968	9	VS	0
1968	10	VI	0
1968	10	VS	0
1968	11	VI	0
1968	11	VS	0
1968	12	VI	0
1968	12	VS	0
1969	1	VI	0
1969	1	VS	0
1969	2	VI	0
1969	2	VS	0
1969	3	VI	0
1969	3	VS	0
1969	4	VI	0
1969	4	VS	0
1969	5	VI	0
1969	5	VS	0
1969	6	VI	0
1969	6	VS	0
1969	7	VI	0
1969	7	VS	0
1969	8	VI	0
1969	8	VS	0
1969	9	VI	0
1969	9	VS	0
1969	10	VI	0
1969	10	VS	0
1969	11	VI	0
1969	11	VS	0
1969	12	VI	0
1969	12	VS	0
1970	1	VI	0
1970	1	VS	0
1970	2	VI	0
1970	2	VS	0
1970	3	VI	0
1970	3	VS	0
1970	4	VI	0
1970	4	VS	0
1970	5	VI	0
1970	5	VS	0
1970	6	VI	0
1970	6	VS	0
1970	7	VI	0
1970	7	VS	0
1970	8	VI	0
1970	8	VS	0
1970	9	VI	0
1970	9	VS	0
1970	10	VI	0
1970	10	VS	0
1970	11	VI	0
1970	11	VS	0
1970	12	VI	0
1970	12	VS	0
1971	1	VI	0
1971	1	VS	0
1971	2	VI	0
1971	2	VS	0
1971	3	VI	0
1971	3	VS	0
1971	4	VI	0
1971	4	VS	0
1971	5	VI	0
1971	5	VS	0
1971	6	VI	0
1971	6	VS	0
1971	7	VI	0
1971	7	VS	0
1971	8	VI	0
1971	8	VS	0
1971	9	VI	0
1971	9	VS	0
1971	10	VI	0
1971	10	VS	0
1971	11	VI	0
1971	11	VS	0
1971	12	VI	0
1971	12	VS	0
1972	1	VI	0
1972	1	VS	0
1972	2	VI	0
1972	2	VS	0
1972	3	VI	0
1972	3	VS	0
1972	4	VI	0
1972	4	VS	0
1972	5	VI	0
1972	5	VS	0
1972	6	VI	0
1972	6	VS	0
1972	7	VI	0
1972	7	VS	0
1972	8	VI	0
1972	8	VS	0
1972	9	VI	0
1972	9	VS	0
1972	10	VI	0
1972	10	VS	0
1972	11	VI	0
1972	11	VS	0
1972	12	VI	0
1972	12	VS	0
1973	1	VI	0
1973	1	VS	0
1973	2	VI	0
1973	2	VS	0
1973	3	VI	0
1973	3	VS	0
1973	4	VI	0
1973	4	VS	0
1973	5	VI	0
1973	5	VS	0
1973	6	VI	0
1973	6	VS	0
1973	7	VI	0
1973	7	VS	0
1973	8	VI	0
1973	8	VS	0
1973	9	VI	0
1973	9	VS	0
1973	10	VI	0
1973	10	VS	0
1973	11	VI	0
1973	11	VS	0
1973	12	VI	0
1973	12	VS	0
1974	1	VI	0
1974	1	VS	0
1974	2	VI	0
1974	2	VS	1
1974	3	VI	0
1974	3	VS	0
1974	4	VI	0
1974	4	VS	0
1974	5	VI	0
1974	5	VS	0
1974	6	VI	0
1974	6	VS	0
1974	7	VI	0
1974	7	VS	0
1974	8	VI	0
1974	8	VS	0
1974	9	VI	0
1974	9	VS	0
1974	10	VI	0
1974	10	VS	0
1974	11	VI	0
1974	11	VS	0
1974	12	VI	0
1974	12	VS	0
1975	1	VI	0
1975	1	VS	0
1975	2	VI	0
1975	2	VS	0
1975	3	VI	0
1975	3	VS	0
1975	4	VI	0
1975	4	VS	0
1975	5	VI	0
1975	5	VS	0
1975	6	VI	0
1975	6	VS	0
1975	7	VI	0
1975	7	VS	0
1975	8	VI	0
1975	8	VS	0
1975	9	VI	0
1975	9	VS	0
1975	10	VI	0
1975	10	VS	0
1975	11	VI	0
1975	11	VS	0
1975	12	VI	0
1975	12	VS	0
1976	1	VI	0
1976	1	VS	0
1976	2	VI	0
1976	2	VS	0
1976	3	VI	0
1976	3	VS	0
1976	4	VI	0
1976	4	VS	0
1976	5	VI	0
1976	5	VS	0
1976	6	VI	0
1976	6	VS	0
1976	7	VI	0
1976	7	VS	0
1976	8	VI	0
1976	8	VS	0
1976	9	VI	0
1976	9	VS	0
1976	10	VI	0
1976	10	VS	0
1976	11	VI	0
1976	11	VS	0
1976	12	VI	0
1976	12	VS	0
1977	1	VI	0
1977	1	VS	0
1977	2	VI	0
1977	2	VS	0
1977	3	VI	0
1977	3	VS	0
1977	4	VI	0
1977	4	VS	0
1977	5	VI	0
1977	5	VS	0
1977	6	VI	0
1977	6	VS	0
1977	7	VI	0
1977	7	VS	0
1977	8	VI	0
1977	8	VS	0
1977	9	VI	0
1977	9	VS	0
1977	10	VI	0
1977	10	VS	0
1977	11	VI	0
1977	11	VS	0
1977	12	VI	0
1977	12	VS	0
1978	1	VI	0
1978	1	VS	0
1978	2	VI	0
1978	2	VS	0
1978	3	VI	0
1978	3	VS	0
1978	4	VI	0
1978	4	VS	0
1978	5	VI	0
1978	5	VS	0
1978	6	VI	0
1978	6	VS	0
1978	7	VI	0
1978	7	VS	0
1978	8	VI	0
1978	8	VS	0
1978	9	VI	0
1978	9	VS	0
1978	10	VI	0
1978	10	VS	0
1978	11	VI	0
1978	11	VS	0
1978	12	VI	0
1978	12	VS	0
1979	1	VI	0
1979	1	VS	0
1979	2	VI	0
1979	2	VS	0
1979	3	VI	0
1979	3	VS	0
1979	4	VI	0
1979	4	VS	0
1979	5	VI	0
1979	5	VS	0
1979	6	VI	0
1979	6	VS	0
1979	7	VI	0
1979	7	VS	0
1979	8	VI	0
1979	8	VS	0
1979	9	VI	0
1979	9	VS	0
1979	10	VI	0
1979	10	VS	0
1979	11	VI	0
1979	11	VS	0
1979	12	VI	0
1979	12	VS	0
1980	1	VI	0
1980	1	VS	0
1980	2	VI	0
1980	2	VS	0
1980	3	VI	0
1980	3	VS	0
1980	4	VI	0
1980	4	VS	0
1980	5	VI	0
1980	5	VS	0
1980	6	VI	0
1980	6	VS	0
1980	7	VI	0
1980	7	VS	0
1980	8	VI	0
1980	8	VS	0
1980	9	VI	0
1980	9	VS	0
1980	10	VI	0
1980	10	VS	0
1980	11	VI	0
1980	11	VS	0
1980	12	VI	0
1980	12	VS	0
1981	1	VI	0
1981	1	VS	0
1981	2	VI	0
1981	2	VS	0
1981	3	VI	0
1981	3	VS	0
1981	4	VI	0
1981	4	VS	0
1981	5	VI	0
1981	5	VS	0
1981	6	VI	0
1981	6	VS	0
1981	7	VI	0
1981	7	VS	0
1981	8	VI	0
1981	8	VS	0
1981	9	VI	0
1981	9	VS	0
1981	10	VI	0
1981	10	VS	0
1981	11	VI	0
1981	11	VS	0
1981	12	VI	0
1981	12	VS	0
1982	1	VI	0
1982	1	VS	0
1982	2	VI	0
1982	2	VS	0
1982	3	VI	0
1982	3	VS	0
1982	4	VI	0
1982	4	VS	0
1982	5	VI	0
1982	5	VS	0
1982	6	VI	0
1982	6	VS	0
1982	7	VI	0
1982	7	VS	0
1982	8	VI	0
1982	8	VS	0
1982	9	VI	0
1982	9	VS	0
1982	10	VI	0
1982	10	VS	0
1982	11	VI	0
1982	11	VS	0
1982	12	VI	0
1982	12	VS	0
1983	1	VI	0
1983	1	VS	0
1983	2	VI	0
1983	2	VS	0
1983	3	VI	0
1983	3	VS	0
1983	4	VI	0
1983	4	VS	0
1983	5	VI	0
1983	5	VS	0
1983	6	VI	0
1983	6	VS	0
1983	7	VI	0
1983	7	VS	0
1983	8	VI	0
1983	8	VS	0
1983	9	VI	0
1983	9	VS	0
1983	10	VI	0
1983	10	VS	0
1983	11	VI	0
1983	11	VS	0
1983	12	VI	0
1983	12	VS	0
1984	1	VI	0
1984	1	VS	0
1984	2	VI	0
1984	2	VS	0
1984	3	VI	0
1984	3	VS	0
1984	4	VI	0
1984	4	VS	0
1984	5	VI	0
1984	5	VS	0
1984	6	VI	0
1984	6	VS	1
1984	7	VI	0
1984	7	VS	0
1984	8	VI	0
1984	8	VS	0
1984	9	VI	0
1984	9	VS	1
1984	10	VI	0
1984	10	VS	0
1984	11	VI	0
1984	11	VS	0
1984	12	VI	0
1984	12	VS	0
1985	1	VI	0
1985	1	VS	0
1985	2	VI	0
1985	2	VS	0
1985	3	VI	0
1985	3	VS	0
1985	4	VI	0
1985	4	VS	2
1985	5	VI	0
1985	5	VS	0
1985	6	VI	0
1985	6	VS	0
1985	7	VI	0
1985	7	VS	0
1985	8	VI	0
1985	8	VS	0
1985	9	VI	0
1985	9	VS	0
1985	10	VI	0
1985	10	VS	0
1985	11	VI	0
1985	11	VS	0
1985	12	VI	0
1985	12	VS	0
1986	1	VI	0
1986	1	VS	0
1986	2	VI	0
1986	2	VS	0
1986	3	VI	0
1986	3	VS	0
1986	4	VI	0
1986	4	VS	0
1986	5	VI	0
1986	5	VS	0
1986	6	VI	0
1986	6	VS	0
1986	7	VI	0
1986	7	VS	0
1986	8	VI	0
1986	8	VS	0
1986	9	VI	0
1986	9	VS	0
1986	10	VI	0
1986	10	VS	0
1986	11	VI	0
1986	11	VS	0
1986	12	VI	0
1986	12	VS	0
1987	1	VI	0
1987	1	VS	0
1987	2	VI	0
1987	2	VS	0
1987	3	VI	0
1987	3	VS	1
1987	4	VI	0
1987	4	VS	1
1987	5	VI	0
1987	5	VS	0
1987	6	VI	0
1987	6	VS	0
1987	7	VI	0
1987	7	VS	0
1987	8	VI	0
1987	8	VS	0
1987	9	VI	0
1987	9	VS	0
1987	10	VI	0
1987	10	VS	0
1987	11	VI	0
1987	11	VS	0
1987	12	VI	0
1987	12	VS	0
1988	1	VI	0
1988	1	VS	0
1988	2	VI	0
1988	2	VS	1
1988	3	VI	0
1988	3	VS	0
1988	4	VI	0
1988	4	VS	0
1988	5	VI	0
1988	5	VS	1
1988	6	VI	0
1988	6	VS	0
1988	7	VI	0
1988	7	VS	3
1988	8	VI	0
1988	8	VS	0
1988	9	VI	0
1988	9	VS	0
1988	10	VI	0
1988	10	VS	0
1988	11	VI	0
1988	11	VS	0
1988	12	VI	0
1988	12	VS	0
1989	1	VI	0
1989	1	VS	0
1989	2	VI	0
1989	2	VS	0
1989	3	VI	0
1989	3	VS	0
1989	4	VI	0
1989	4	VS	0
1989	5	VI	0
1989	5	VS	0
1989	6	VI	0
1989	6	VS	5
1989	7	VI	0
1989	7	VS	0
1989	8	VI	0
1989	8	VS	0
1989	9	VI	0
1989	9	VS	0
1989	10	VI	0
1989	10	VS	0
1989	11	VI	0
1989	11	VS	0
1989	12	VI	0
1989	12	VS	0
1990	1	VI	0
1990	1	VS	0
1990	2	VI	0
1990	2	VS	0
1990	3	VI	0
1990	3	VS	0
1990	4	VI	0
1990	4	VS	1
1990	5	VI	0
1990	5	VS	0
1990	6	VI	0
1990	6	VS	0
1990	7	VI	0
1990	7	VS	0
1990	8	VI	0
1990	8	VS	0
1990	9	VI	0
1990	9	VS	0
1990	10	VI	0
1990	10	VS	0
1990	11	VI	0
1990	11	VS	2
1990	12	VI	0
1990	12	VS	0
1991	1	VI	0
1991	1	VS	0
1991	2	VI	0
1991	2	VS	1
1991	3	VI	0
1991	3	VS	0
1991	4	VI	0
1991	4	VS	0
1991	5	VI	0
1991	5	VS	0
1991	6	VI	0
1991	6	VS	0
1991	7	VI	0
1991	7	VS	1
1991	8	VI	0
1991	8	VS	0
1991	9	VI	0
1991	9	VS	0
1991	10	VI	0
1991	10	VS	0
1991	11	VI	0
1991	11	VS	0
1991	12	VI	0
1991	12	VS	0
1992	1	VI	0
1992	1	VS	0
1992	2	VI	0
1992	2	VS	0
1992	3	VI	0
1992	3	VS	0
1992	4	VI	0
1992	4	VS	0
1992	5	VI	0
1992	5	VS	0
1992	6	VI	0
1992	6	VS	0
1992	7	VI	0
1992	7	VS	0
1992	8	VI	0
1992	8	VS	0
1992	9	VI	0
1992	9	VS	0
1992	10	VI	0
1992	10	VS	1
1992	11	VI	0
1992	11	VS	1
1992	12	VI	0
1992	12	VS	1
1993	1	VI	0
1993	1	VS	0
1993	2	VI	0
1993	2	VS	0
1993	3	VI	0
1993	3	VS	1
1993	4	VI	0
1993	4	VS	0
1993	5	VI	0
1993	5	VS	1
1993	6	VI	0
1993	6	VS	0
1993	7	VI	0
1993	7	VS	0
1993	8	VI	0
1993	8	VS	1
1993	9	VI	0
1993	9	VS	0
1993	10	VI	0
1993	10	VS	0
1993	11	VI	0
1993	11	VS	0
1993	12	VI	0
1993	12	VS	0
1994	1	VI	0
1994	1	VS	0
1994	2	VI	0
1994	2	VS	0
1994	3	VI	0
1994	3	VS	0
1994	4	VI	0
1994	4	VS	0
1994	5	VI	0
1994	5	VS	0
1994	6	VI	0
1994	6	VS	0
1994	7	VI	0
1994	7	VS	1
1994	8	VI	0
1994	8	VS	0
1994	9	VI	0
1994	9	VS	0
1994	10	VI	0
1994	10	VS	0
1994	11	VI	0
1994	11	VS	0
1994	12	VI	0
1994	12	VS	0
1995	1	VI	0
1995	1	VS	0
1995	2	VI	0
1995	2	VS	0
1995	3	VI	0
1995	3	VS	0
1995	4	VI	0
1995	4	VS	0
1995	5	VI	0
1995	5	VS	0
1995	6	VI	0
1995	6	VS	0
1995	7	VI	0
1995	7	VS	0
1995	8	VI	0
1995	8	VS	0
1995	9	VI	0
1995	9	VS	0
1995	10	VI	0
1995	10	VS	0
1995	11	VI	0
1995	11	VS	0
1995	12	VI	0
1995	12	VS	0
1996	1	VI	0
1996	1	VS	0
1996	2	VI	0
1996	2	VS	0
1996	3	VI	0
1996	3	VS	0
1996	4	VI	0
1996	4	VS	0
1996	5	VI	0
1996	5	VS	0
1996	6	VI	0
1996	6	VS	0
1996	7	VI	0
1996	7	VS	0
1996	8	VI	0
1996	8	VS	0
1996	9	VI	0
1996	9	VS	1
1996	10	VI	0
1996	10	VS	0
1996	11	VI	0
1996	11	VS	0
1996	12	VI	0
1996	12	VS	0
1997	1	VI	0
1997	1	VS	0
1997	2	VI	0
1997	2	VS	0
1997	3	VI	0
1997	3	VS	0
1997	4	VI	0
1997	4	VS	0
1997	5	VI	0
1997	5	VS	0
1997	6	VI	0
1997	6	VS	0
1997	7	VI	0
1997	7	VS	0
1997	8	VI	0
1997	8	VS	1
1997	9	VI	0
1997	9	VS	0
1997	10	VI	0
1997	10	VS	0
1997	11	VI	0
1997	11	VS	1
1997	12	VI	0
1997	12	VS	0
1998	1	VI	0
1998	1	VS	0
1998	2	VI	0
1998	2	VS	0
1998	3	VI	0
1998	3	VS	1
1998	4	VI	0
1998	4	VS	0
1998	5	VI	0
1998	5	VS	0
1998	6	VI	1
1998	6	VS	0
1998	7	VI	0
1998	7	VS	0
1998	8	VI	0
1998	8	VS	0
1998	9	VI	0
1998	9	VS	0
1998	10	VI	0
1998	10	VS	0
1998	11	VI	0
1998	11	VS	0
1998	12	VI	0
1998	12	VS	0
1999	1	VI	0
1999	1	VS	0
1999	2	VI	0
1999	2	VS	0
1999	3	VI	0
1999	3	VS	0
1999	4	VI	0
1999	4	VS	0
1999	5	VI	0
1999	5	VS	0
1999	6	VI	0
1999	6	VS	0
1999	7	VI	0
1999	7	VS	0
1999	8	VI	0
1999	8	VS	0
1999	9	VI	0
1999	9	VS	0
1999	10	VI	0
1999	10	VS	0
1999	11	VI	0
1999	11	VS	0
1999	12	VI	0
1999	12	VS	0
2000	1	VI	0
2000	1	VS	0
2000	2	VI	0
2000	2	VS	0
2000	3	VI	0
2000	3	VS	0
2000	4	VI	0
2000	4	VS	1
2000	5	VI	0
2000	5	VS	0
2000	6	VI	0
2000	6	VS	0
2000	7	VI	0
2000	7	VS	0
2000	8	VI	0
2000	8	VS	0
2000	9	VI	0
2000	9	VS	0
2000	10	VI	0
2000	10	VS	0
2000	11	VI	0
2000	11	VS	1
2000	12	VI	0
2000	12	VS	0
2001	1	VI	0
2001	1	VS	0
2001	2	VI	0
2001	2	VS	0
2001	3	VI	0
2001	3	VS	0
2001	4	VI	0
2001	4	VS	0
2001	5	VI	0
2001	5	VS	0
2001	6	VI	0
2001	6	VS	0
2001	7	VI	0
2001	7	VS	0
2001	8	VI	0
2001	8	VS	0
2001	9	VI	0
2001	9	VS	0
2001	10	VI	0
2001	10	VS	0
2001	11	VI	0
2001	11	VS	0
2001	12	VI	0
2001	12	VS	0
2002	1	VI	0
2002	1	VS	0
2002	2	VI	0
2002	2	VS	0
2002	3	VI	0
2002	3	VS	0
2002	4	VI	0
2002	4	VS	0
2002	5	VI	0
2002	5	VS	0
2002	6	VI	0
2002	6	VS	0
2002	7	VI	0
2002	7	VS	0
2002	8	VI	0
2002	8	VS	0
2002	9	VI	0
2002	9	VS	0
2002	10	VI	0
2002	10	VS	1
2002	11	VI	0
2002	11	VS	0
2002	12	VI	0
2002	12	VS	0
2003	1	VI	0
2003	1	VS	0
2003	2	VI	0
2003	2	VS	0
2003	3	VI	0
2003	3	VS	1
2003	4	VI	0
2003	4	VS	3
2003	5	VI	0
2003	5	VS	2
2003	6	VI	0
2003	6	VS	1
2003	7	VI	0
2003	7	VS	3
2003	8	VI	0
2003	8	VS	1
2003	9	VI	0
2003	9	VS	1
2003	10	VI	0
2003	10	VS	2
2003	11	VI	0
2003	11	VS	3
2003	12	VI	0
2003	12	VS	0
2004	1	VI	0
2004	1	VS	0
2004	2	VI	0
2004	2	VS	1
2004	3	VI	0
2004	3	VS	2
2004	4	VI	0
2004	4	VS	2
2004	5	VI	0
2004	5	VS	0
2004	6	VI	0
2004	6	VS	0
2004	7	VI	0
2004	7	VS	3
2004	8	VI	0
2004	8	VS	1
2004	9	VI	0
2004	9	VS	2
2004	10	VI	0
2004	10	VS	0
2004	11	VI	0
2004	11	VS	1
2004	12	VI	0
2004	12	VS	0
2005	1	VI	0
2005	1	VS	0
2005	2	VI	0
2005	2	VS	1
2005	3	VI	0
2005	3	VS	1
2005	4	VI	0
2005	4	VS	2
2005	5	VI	0
2005	5	VS	1
2005	6	VI	0
2005	6	VS	0
2005	7	VI	0
2005	7	VS	0
2005	8	VI	0
2005	8	VS	0
2005	9	VI	0
2005	9	VS	0
2005	10	VI	0
2005	10	VS	0
2005	11	VI	0
2005	11	VS	1
2005	12	VI	0
2005	12	VS	1
2006	1	VI	0
2006	1	VS	1
2006	2	VI	0
2006	2	VS	2
2006	3	VI	0
2006	3	VS	2
2006	4	VI	0
2006	4	VS	2
2006	5	VI	0
2006	5	VS	0
2006	6	VI	0
2006	6	VS	2
2006	7	VI	0
2006	7	VS	0
2006	8	VI	0
2006	8	VS	1
2006	9	VI	0
2006	9	VS	2
2006	10	VI	0
2006	10	VS	0
2006	11	VI	0
2006	11	VS	4
2006	12	VI	0
2006	12	VS	2
2007	1	VI	0
2007	1	VS	3
2007	2	VI	0
2007	2	VS	4
2007	3	VI	0
2007	3	VS	2
2007	4	VI	0
2007	4	VS	3
2007	5	VI	0
2007	5	VS	0
2007	6	VI	0
2007	6	VS	4
2007	7	VI	0
2007	7	VS	3
2007	8	VI	0
2007	8	VS	2
2007	9	VI	0
2007	9	VS	2
2007	10	VI	0
2007	10	VS	2
2007	11	VI	0
2007	11	VS	1
2007	12	VI	0
2007	12	VS	0
2008	1	VI	0
2008	1	VS	2
2008	2	VI	0
2008	2	VS	2
2008	3	VI	0
2008	3	VS	2
2008	4	VI	0
2008	4	VS	0
2008	5	VI	0
2008	5	VS	0
2008	6	VI	0
2008	6	VS	1
2008	7	VI	0
2008	7	VS	2
2008	8	VI	0
2008	8	VS	0
2008	9	VI	0
2008	9	VS	1
2008	10	VI	0
2008	10	VS	0
2008	11	VI	0
2008	11	VS	1
2008	12	VI	0
2008	12	VS	0
2009	1	VI	0
2009	1	VS	0
2009	2	VI	0
2009	2	VS	0
2009	3	VI	0
2009	3	VS	0
2009	4	VI	0
2009	4	VS	0
2009	5	VI	0
2009	5	VS	0
2009	6	VI	0
2009	6	VS	0
2009	7	VI	0
2009	7	VS	0
2009	8	VI	0
2009	8	VS	0
2009	9	VI	0
2009	9	VS	0
2009	10	VI	0
2009	10	VS	0
2009	11	VI	0
2009	11	VS	0
2009	12	VI	0
2009	12	VS	0
2010	1	VI	0
2010	1	VS	0
2010	2	VI	0
2010	2	VS	0
2010	3	VI	0
2010	3	VS	0
2010	4	VI	0
2010	4	VS	0
2010	5	VI	0
2010	5	VS	0
2010	6	VI	0
2010	6	VS	0
2010	7	VI	0
2010	7	VS	0
2010	8	VI	0
2010	8	VS	0
2010	9	VI	0
2010	9	VS	0
2010	10	VI	0
2010	10	VS	0
2010	11	VI	0
2010	11	VS	0
2010	12	VI	0
2010	12	VS	0
2011	1	VI	0
2011	1	VS	0
2011	2	VI	0
2011	2	VS	0
2011	3	VI	0
2011	3	VS	1
2011	4	VI	0
2011	4	VS	0
2011	5	VI	0
2011	5	VS	0
2011	6	VI	0
2011	6	VS	0
2011	7	VI	0
2011	7	VS	0
2011	8	VI	0
2011	8	VS	0
2011	9	VI	0
2011	9	VS	0
2011	10	VI	0
2011	10	VS	0
2011	11	VI	0
2011	11	VS	0
2011	12	VI	0
2011	12	VS	0
2012	1	VI	0
2012	1	VS	0
2012	2	VI	0
2012	2	VS	0
2012	3	VI	0
2012	3	VS	0
2012	4	VI	0
2012	4	VS	0
2012	5	VI	0
2012	5	VS	0
2012	6	VI	0
2012	6	VS	0
2012	7	VI	0
2012	7	VS	1
2012	8	VI	0
2012	8	VS	0
2012	9	VI	0
2012	9	VS	0
2012	10	VI	0
2012	10	VS	0
2012	11	VI	0
2012	11	VS	0
2012	12	VI	0
2012	12	VS	0
2013	1	VI	0
2013	1	VS	0
2013	2	VI	0
2013	2	VS	0
2013	3	VI	0
2013	3	VS	0
2013	4	VI	0
2013	4	VS	0
2013	5	VI	0
2013	5	VS	0
2013	6	VI	0
2013	6	VS	0
2013	7	VI	0
2013	7	VS	0
2013	8	VI	0
2013	8	VS	0
2013	9	VI	0
2013	9	VS	0
2013	10	VI	0
2013	10	VS	0
2013	11	VI	0
2013	11	VS	0
2013	12	VI	0
2013	12	VS	0
2014	1	VI	0
2014	1	VS	0
2014	2	VI	0
2014	2	VS	0
2014	3	VI	0
2014	3	VS	0
2014	4	VI	0
2014	4	VS	0
2014	5	VI	0
2014	5	VS	0
2014	6	VI	0
2014	6	VS	0
2014	7	VI	0
2014	7	VS	0
2014	8	VI	0
2014	8	VS	0
2014	9	VI	0
2014	9	VS	0
2014	10	VI	0
2014	10	VS	0
2014	11	VI	0
2014	11	VS	0
2014	12	VI	0
2014	12	VS	0
2015	1	VI	0
2015	1	VS	0
2015	2	VI	0
2015	2	VS	0
2015	3	VI	0
2015	3	VS	0
2015	4	VI	0
2015	4	VS	0
2015	5	VI	0
2015	5	VS	0
2015	6	VI	0
2015	6	VS	1
2015	7	VI	0
2015	7	VS	0
2015	8	VI	0
2015	8	VS	0
2015	9	VI	0
2015	9	VS	0
2015	10	VI	0
2015	10	VS	0
2015	11	VI	0
2015	11	VS	0
2015	12	VI	0
2015	12	VS	0
2016	1	VI	0
2016	1	VS	0
2016	2	VI	0
2016	2	VS	0
