Año	Mes	violence type	CaseCount	Escalation	Intensity	Previous State
1972	1	VI	6.0	1	-1	I
1972	1	VS	10.0	1	1	G
1972	2	VC	5.0	-1	-1	A
1972	2	VI	2.0	-1	-1	G
1972	2	VS	3.0	-1	-1	A
1972	3	VC	13.0	1	1	I
1972	3	VI	5.0	1	-1	I
1972	3	VS	8.0	1	1	I
1972	4	VC	10.0	-1	-1	A
1972	4	VI	8.0	1	1	G
1972	4	VS	2.0	-1	-1	A
1972	5	VC	9.0	-1	-1	I
1972	5	VI	0.0	-1	-1	A
1972	5	VS	9.0	1	1	I
1972	6	VC	11.0	1	-1	I
1972	6	VI	6.0	1	-1	I
1972	6	VS	5.0	-1	-1	A
1972	7	VC	5.0	-1	-1	G
1972	7	VI	2.0	-1	-1	G
1972	7	VS	3.0	-1	-1	I
1972	8	VC	8.0	1	-1	I
1972	8	VI	5.0	1	-1	I
1972	8	VS	3.0	0	-1	I
1972	9	VC	9.0	1	-1	G
1972	9	VI	2.0	-1	-1	G
1972	9	VS	7.0	1	1	H
1972	10	VC	6.0	-1	-1	G
1972	10	VI	3.0	1	-1	I
1972	10	VS	3.0	-1	-1	A
1972	11	VC	14.0	1	1	I
1972	11	VI	10.0	1	1	G
1972	11	VS	4.0	1	-1	I
1972	12	VC	4.0	-1	-1	A
1972	12	VI	4.0	-1	-1	A
1972	12	VS	0.0	-1	-1	G
1973	1	VC	17.0	1	1	I
1973	1	VI	7.0	1	1	I
1973	1	VS	10.0	1	1	I
1973	2	VC	9.0	-1	-1	A
1973	2	VI	6.0	-1	1	A
1973	2	VS	3.0	-1	-1	A
1973	3	VC	8.0	-1	-1	I
1973	3	VI	5.0	-1	-1	C
1973	3	VS	3.0	0	-1	I
1973	4	VC	9.0	1	-1	I
1973	4	VI	7.0	1	1	I
1973	4	VS	2.0	-1	-1	H
1973	5	VC	8.0	-1	-1	G
1973	5	VI	4.0	-1	-1	A
1973	5	VS	4.0	1	-1	I
1973	6	VC	8.0	0	-1	I
1973	6	VI	3.0	-1	-1	I
1973	6	VS	5.0	1	1	G
1973	7	VC	7.0	-1	-1	H
1973	7	VI	1.0	-1	-1	I
1973	7	VS	6.0	1	1	A
1973	8	VC	4.0	-1	-1	I
1973	8	VI	1.0	0	-1	I
1973	8	VS	3.0	-1	-1	A
1973	9	VC	15.0	1	1	I
1973	9	VI	13.0	1	1	H
1973	9	VS	2.0	-1	-1	I
1973	10	VC	9.0	-1	-1	A
1973	10	VI	6.0	-1	1	A
1973	10	VS	3.0	1	-1	I
1973	11	VC	4.0	-1	-1	I
1973	11	VI	2.0	-1	-1	C
1973	11	VS	2.0	-1	-1	G
1973	12	VC	10.0	1	1	I
1973	12	VI	7.0	1	1	I
1973	12	VS	3.0	1	-1	I
1974	1	VC	16.0	1	1	A
1974	1	VI	3.0	-1	-1	A
1974	1	VS	13.0	1	1	G
1974	2	VC	9.0	-1	-1	A
1974	2	VI	7.0	1	1	I
1974	2	VS	2.0	-1	-1	A
1974	3	VC	6.0	-1	-1	I
1974	3	VI	3.0	-1	-1	A
1974	3	VS	3.0	1	-1	I
1974	4	VC	12.0	1	1	I
1974	4	VI	3.0	0	-1	I
1974	4	VS	9.0	1	1	G
1974	5	VC	13.0	1	1	A
1974	5	VI	6.0	1	1	H
1974	5	VS	7.0	-1	1	A
1974	6	VC	13.0	0	1	A
1974	6	VI	4.0	-1	-1	A
1974	6	VS	9.0	1	1	C
1974	7	VC	9.0	-1	-1	B
1974	7	VI	1.0	-1	-1	I
1974	7	VS	8.0	-1	1	A
1974	8	VC	8.0	-1	-1	I
1974	8	VI	5.0	1	1	I
1974	8	VS	3.0	-1	-1	C
1974	9	VC	11.0	1	1	I
1974	9	VI	5.0	0	1	A
1974	9	VS	6.0	1	1	I
1974	10	VC	11.0	0	1	A
1974	10	VI	7.0	1	1	B
1974	10	VS	4.0	-1	-1	A
1974	11	VC	1.0	-1	-1	B
1974	11	VI	1.0	-1	-1	A
1974	11	VS	0.0	-1	-1	I
1974	12	VC	2.0	1	-1	I
1974	12	VI	0.0	-1	-1	I
1974	12	VS	2.0	1	-1	I
1975	1	VC	16.0	1	1	G
1975	1	VI	5.0	1	1	I
1975	1	VS	11.0	1	1	G
1975	2	VC	11.0	-1	1	A
1975	2	VI	3.0	-1	-1	A
1975	2	VS	8.0	-1	1	A
1975	3	VC	18.0	1	1	C
1975	3	VI	5.0	1	1	I
1975	3	VS	13.0	1	1	C
1975	4	VC	9.0	-1	-1	A
1975	4	VI	5.0	0	1	A
1975	4	VS	4.0	-1	-1	A
1975	5	VC	14.0	1	1	I
1975	5	VI	7.0	1	1	B
1975	5	VS	7.0	1	1	I
1975	6	VC	18.0	1	1	A
1975	6	VI	8.0	1	1	A
1975	6	VS	10.0	1	1	A
1975	7	VC	8.0	-1	-1	A
1975	7	VI	2.0	-1	-1	A
1975	7	VS	6.0	-1	1	A
1975	8	VC	17.0	1	1	I
1975	8	VI	8.0	1	1	I
1975	8	VS	9.0	1	1	C
