Año	Mes	violence type	VictimsCount	Escalation	Intensity	Previous State
1978	3	VI	3.0	-1	-1	A
1978	3	VS	13.0	-1	1	A
1978	4	VC	16.0	0	-1	I
1978	4	VI	2.0	-1	-1	I
1978	4	VS	14.0	1	1	C
1978	5	VC	28.0	1	1	H
1978	5	VI	0.0	-1	-1	I
1978	5	VS	28.0	1	1	A
1978	6	VC	20.0	-1	1	A
1978	6	VI	9.0	1	1	I
1978	6	VS	11.0	-1	-1	A
1978	7	VC	18.0	-1	-1	C
1978	7	VI	1.0	-1	-1	A
1978	7	VS	17.0	1	1	I
1978	8	VC	39.0	1	1	I
1978	8	VI	9.0	1	1	I
1978	8	VS	30.0	1	1	A
1978	9	VC	35.0	-1	1	A
1978	9	VI	0.0	-1	-1	A
1978	9	VS	35.0	1	1	A
1978	10	VC	17.0	-1	-1	C
1978	10	VI	2.0	1	-1	I
1978	10	VS	15.0	-1	1	A
1978	11	VC	22.0	1	1	I
1978	11	VI	4.0	1	-1	G
1978	11	VS	18.0	1	1	C
1978	12	VC	21.0	-1	1	A
1978	12	VI	11.0	1	1	G
1978	12	VS	10.0	-1	-1	A
1979	1	VC	39.0	1	1	C
1979	1	VI	22.0	1	1	A
1979	1	VS	17.0	1	1	I
1979	2	VC	25.0	-1	1	A
1979	2	VI	8.0	-1	1	A
1979	2	VS	17.0	0	1	A
1979	3	VC	44.0	1	1	C
1979	3	VI	3.0	-1	-1	C
1979	3	VS	41.0	1	1	B
1979	4	VC	39.0	-1	1	A
1979	4	VI	17.0	1	1	I
1979	4	VS	22.0	-1	1	A
1979	5	VC	44.0	1	1	C
1979	5	VI	17.0	0	1	A
1979	5	VS	27.0	1	1	C
1979	6	VC	55.0	1	1	A
1979	6	VI	12.0	-1	1	B
1979	6	VS	43.0	1	1	A
1979	7	VC	23.0	-1	-1	A
1979	7	VI	4.0	-1	-1	C
1979	7	VS	19.0	-1	1	A
1979	8	VC	27.0	1	1	I
1979	8	VI	13.0	1	1	I
1979	8	VS	14.0	-1	-1	C
1979	9	VC	38.0	1	1	A
1979	9	VI	5.0	-1	-1	A
1979	9	VS	33.0	1	1	I
1979	10	VC	29.0	-1	1	A
1979	10	VI	11.0	1	1	I
1979	10	VS	18.0	-1	-1	A
1979	11	VC	30.0	1	1	C
1979	11	VI	4.0	-1	-1	A
1979	11	VS	26.0	1	1	I
1979	12	VC	36.0	1	1	A
1979	12	VI	10.0	1	1	I
1979	12	VS	26.0	0	1	A
1980	1	VC	34.0	-1	1	A
1980	1	VI	9.0	-1	1	A
1980	1	VS	25.0	-1	1	B
1980	2	VC	33.0	-1	1	C
1980	2	VI	2.0	-1	-1	C
1980	2	VS	31.0	1	1	C
1980	3	VC	15.0	-1	-1	C
1980	3	VI	9.0	1	1	I
1980	3	VS	6.0	-1	-1	A
1980	4	VC	13.0	-1	-1	I
1980	4	VI	0.0	-1	-1	A
1980	4	VS	13.0	1	-1	I
1980	5	VC	30.0	1	1	I
1980	5	VI	9.0	1	1	I
1980	5	VS	21.0	1	1	G
1980	6	VC	16.0	-1	-1	A
1980	6	VI	1.0	-1	-1	A
1980	6	VS	15.0	-1	-1	A
1980	7	VC	18.0	1	-1	I
1980	7	VI	1.0	0	-1	I
1980	7	VS	17.0	1	-1	I
1980	8	VC	54.0	1	1	G
1980	8	VI	16.0	1	1	H
1980	8	VS	38.0	1	1	G
1980	9	VC	16.0	-1	-1	A
1980	9	VI	10.0	-1	1	A
1980	9	VS	6.0	-1	-1	A
1980	10	VC	24.0	1	-1	I
1980	10	VI	1.0	-1	-1	C
1980	10	VS	23.0	1	1	I
1980	11	VC	21.0	-1	-1	G
1980	11	VI	1.0	0	-1	I
1980	11	VS	20.0	-1	-1	A
1980	12	VC	28.0	1	-1	I
1980	12	VI	2.0	1	-1	H
1980	12	VS	26.0	1	1	I
1981	1	VC	92.0	1	1	G
1981	1	VI	7.0	1	1	G
1981	1	VS	85.0	1	1	A
1981	2	VC	34.0	-1	1	A
1981	2	VI	5.0	-1	-1	A
1981	2	VS	29.0	-1	1	A
1981	3	VC	80.0	1	1	C
1981	3	VI	18.0	1	1	I
1981	3	VS	62.0	1	1	C
1981	4	VC	71.0	-1	1	A
1981	4	VI	32.0	1	1	A
1981	4	VS	39.0	-1	1	A
1981	5	VC	58.0	-1	1	C
1981	5	VI	10.0	-1	1	A
1981	5	VS	48.0	1	1	C
1981	6	VC	43.0	-1	1	C
1981	6	VI	16.0	1	1	C
1981	6	VS	27.0	-1	1	A
1981	7	VC	94.0	1	1	C
1981	7	VI	48.0	1	1	A
1981	7	VS	46.0	1	1	C
1981	8	VC	42.0	-1	1	A
1981	8	VI	14.0	-1	1	A
1981	8	VS	28.0	-1	1	A
1981	9	VC	32.0	-1	-1	C
1981	9	VI	13.0	-1	1	C
1981	9	VS	19.0	-1	-1	C
1981	10	VC	123.0	1	1	I
1981	10	VI	44.0	1	1	C
1981	10	VS	79.0	1	1	I
1981	11	VC	63.0	-1	1	A
1981	11	VI	22.0	-1	1	A
1981	11	VS	41.0	-1	1	A
1981	12	VC	56.0	-1	1	C
1981	12	VI	5.0	-1	-1	C
1981	12	VS	51.0	1	1	C
1982	1	VC	75.0	1	1	C
1982	1	VI	22.0	1	1	I
1982	1	VS	53.0	1	1	A
1982	2	VC	51.0	-1	1	A
1982	2	VI	4.0	-1	-1	A
1982	2	VS	47.0	-1	1	A
1982	3	VC	106.0	1	1	C
1982	3	VI	59.0	1	1	I
1982	3	VS	47.0	0	1	C
1982	4	VC	36.0	-1	-1	A
1982	4	VI	11.0	-1	-1	A
1982	4	VS	25.0	-1	-1	B
1982	5	VC	60.0	1	1	I
1982	5	VI	4.0	-1	-1	I
1982	5	VS	56.0	1	1	I
1982	6	VC	82.0	1	1	A
1982	6	VI	26.0	1	1	I
1982	6	VS	56.0	0	1	A
1982	7	VC	64.0	-1	1	A
1982	7	VI	9.0	-1	-1	A
1982	7	VS	55.0	-1	1	B
1982	8	VC	91.0	1	1	C
1982	8	VI	20.0	1	1	I
1982	8	VS	71.0	1	1	C
1982	9	VC	66.0	-1	1	A
1982	9	VI	18.0	-1	1	A
1982	9	VS	48.0	-1	1	A
1982	10	VC	118.0	1	1	C
1982	10	VI	36.0	1	1	C
1982	10	VS	82.0	1	1	C
1982	11	VC	102.0	-1	1	A
1982	11	VI	45.0	1	1	A
1982	11	VS	57.0	-1	1	A
1982	12	VC	33.0	-1	-1	C
1982	12	VI	0.0	-1	-1	A
1982	12	VS	33.0	-1	-1	C
1983	1	VC	142.0	1	1	I
1983	1	VI	16.0	1	1	I
1983	1	VS	126.0	1	1	I
1983	2	VC	144.0	1	1	A
1983	2	VI	35.0	1	1	A
1983	2	VS	109.0	-1	1	A
1983	3	VC	93.0	-1	1	A
1983	3	VI	6.0	-1	-1	A
1983	3	VS	87.0	-1	1	C
1983	4	VC	120.0	1	1	C
1983	4	VI	20.0	1	1	I
1983	4	VS	100.0	1	1	C
1983	5	VC	164.0	1	1	A
1983	5	VI	48.0	1	1	A
1983	5	VS	116.0	1	1	A
1983	6	VC	117.0	-1	1	A
1983	6	VI	10.0	-1	-1	A
1983	6	VS	107.0	-1	1	A
1983	7	VC	181.0	1	1	C
1983	7	VI	12.0	1	-1	I
1983	7	VS	169.0	1	1	C
1983	8	VC	150.0	-1	1	A
1983	8	VI	8.0	-1	-1	G
1983	8	VS	142.0	-1	1	A
1983	9	VC	93.0	-1	1	C
1983	9	VI	19.0	1	1	I
1983	9	VS	74.0	-1	1	C
1983	10	VC	60.0	-1	-1	C
1983	10	VI	2.0	-1	-1	A
1983	10	VS	58.0	-1	-1	C
1983	11	VC	77.0	1	-1	I
1983	11	VI	6.0	1	-1	I
1983	11	VS	71.0	1	1	I
1983	12	VC	47.0	-1	-1	G
1983	12	VI	4.0	-1	-1	G
1983	12	VS	43.0	-1	-1	A
1984	1	VC	158.0	1	1	I
1984	1	VI	38.0	1	1	I
1984	1	VS	120.0	1	1	I
1984	2	VC	147.0	-1	1	A
1984	2	VI	30.0	-1	1	A
1984	2	VS	117.0	-1	1	A
1984	3	VC	126.0	-1	1	C
1984	3	VI	21.0	-1	1	C
1984	3	VS	105.0	-1	1	C
1984	4	VC	174.0	1	1	C
1984	4	VI	53.0	1	1	C
1984	4	VS	121.0	1	1	C
1984	5	VC	195.0	1	1	A
1984	5	VI	44.0	-1	1	A
1984	5	VS	151.0	1	1	A
1984	6	VC	98.0	-1	-1	A
1984	6	VI	17.0	-1	-1	C
1984	6	VS	81.0	-1	1	A
1984	7	VC	147.0	1	1	I
1984	7	VI	52.0	1	1	I
1984	7	VS	95.0	1	1	C
1984	8	VC	177.0	1	1	A
1984	8	VI	63.0	1	1	A
1984	8	VS	114.0	1	1	A
1984	9	VC	114.0	-1	1	A
1984	9	VI	36.0	-1	1	A
1984	9	VS	78.0	-1	-1	A
1984	10	VC	164.0	1	1	C
1984	10	VI	50.0	1	1	C
1984	10	VS	114.0	1	1	I
1984	11	VC	106.0	-1	-1	A
1984	11	VI	19.0	-1	-1	A
1984	11	VS	87.0	-1	1	A
1984	12	VC	145.0	1	1	I
1984	12	VI	31.0	1	1	I
1984	12	VS	114.0	1	1	C
1985	1	VC	167.0	1	1	A
1985	1	VI	19.0	-1	-1	A
1985	1	VS	148.0	1	1	A
1985	2	VC	144.0	-1	1	A
1985	2	VI	19.0	0	-1	I
1985	2	VS	125.0	-1	1	A
1985	3	VC	181.0	1	1	C
1985	3	VI	11.0	-1	-1	H
1985	3	VS	170.0	1	1	C
1985	4	VC	183.0	1	1	A
1985	4	VI	31.0	1	1	I
1985	4	VS	152.0	-1	1	A
1985	5	VC	256.0	1	1	A
1985	5	VI	84.0	1	1	A
1985	5	VS	172.0	1	1	C
1985	6	VC	332.0	1	1	A
1985	6	VI	136.0	1	1	A
1985	6	VS	196.0	1	1	A
1985	7	VC	275.0	-1	1	A
1985	7	VI	75.0	-1	1	A
1985	7	VS	200.0	1	1	A
1985	8	VC	267.0	-1	1	C
1985	8	VI	108.0	1	1	C
1985	8	VS	159.0	-1	1	A
1985	9	VC	263.0	-1	1	C
1985	9	VI	119.0	1	1	A
1985	9	VS	144.0	-1	1	C
1985	10	VC	318.0	1	1	C
1985	10	VI	146.0	1	1	A
1985	10	VS	172.0	1	1	C
1985	11	VC	379.0	1	1	A
1985	11	VI	168.0	1	1	A
1985	11	VS	211.0	1	1	A
1985	12	VC	443.0	1	1	A
1985	12	VI	53.0	-1	1	A
1985	12	VS	390.0	1	1	A
1986	1	VC	250.0	-1	1	A
1986	1	VI	46.0	-1	1	C
1986	1	VS	204.0	-1	1	A
1986	2	VC	202.0	-1	1	C
1986	2	VI	78.0	1	1	C
1986	2	VS	124.0	-1	-1	C
1986	3	VC	536.0	1	1	C
1986	3	VI	209.0	1	1	A
1986	3	VS	327.0	1	1	I
1986	4	VC	228.0	-1	1	A
1986	4	VI	37.0	-1	-1	A
1986	4	VS	191.0	-1	1	A
1986	5	VC	329.0	1	1	C
1986	5	VI	178.0	1	1	I
1986	5	VS	151.0	-1	1	C
1986	6	VC	302.0	-1	1	A
1986	6	VI	76.0	-1	1	A
1986	6	VS	226.0	1	1	C
1986	7	VC	280.0	-1	1	C
1986	7	VI	110.0	1	1	C
1986	7	VS	170.0	-1	1	A
1986	8	VC	363.0	1	1	C
1986	8	VI	166.0	1	1	A
1986	8	VS	197.0	1	1	C
1986	9	VC	266.0	-1	1	A
1986	9	VI	69.0	-1	1	A
1986	9	VS	197.0	0	1	A
1986	10	VC	258.0	-1	1	C
1986	10	VI	88.0	1	1	C
1986	10	VS	170.0	-1	1	B
1986	11	VC	364.0	1	1	C
1986	11	VI	138.0	1	1	A
1986	11	VS	226.0	1	1	C
1986	12	VC	312.0	-1	1	A
1986	12	VI	82.0	-1	1	A
1986	12	VS	230.0	1	1	A
1987	1	VC	338.0	1	1	C
1987	1	VI	94.0	1	1	C
1987	1	VS	244.0	1	1	A
1987	2	VC	271.0	-1	1	A
1987	2	VI	88.0	-1	1	A
1987	2	VS	183.0	-1	1	A
1987	3	VC	274.0	1	1	C
1987	3	VI	63.0	-1	-1	C
1987	3	VS	211.0	1	1	C
1987	4	VC	311.0	1	1	A
1987	4	VI	88.0	1	1	I
1987	4	VS	223.0	1	1	A
1987	5	VC	269.0	-1	1	A
1987	5	VI	67.0	-1	-1	A
1987	5	VS	202.0	-1	1	A
1987	6	VC	309.0	1	1	C
1987	6	VI	133.0	1	1	I
1987	6	VS	176.0	-1	-1	C
1987	7	VC	347.0	1	1	A
1987	7	VI	155.0	1	1	A
1987	7	VS	192.0	1	1	I
1987	8	VC	270.0	-1	-1	A
1987	8	VI	44.0	-1	-1	A
1987	8	VS	226.0	1	1	A
1987	9	VC	266.0	-1	-1	I
1987	9	VI	70.0	1	-1	I
1987	9	VS	196.0	-1	1	A
1987	10	VC	302.0	1	1	I
1987	10	VI	75.0	1	-1	G
1987	10	VS	227.0	1	1	C
1987	11	VC	285.0	-1	-1	A
1987	11	VI	58.0	-1	-1	G
1987	11	VS	227.0	0	1	A
1987	12	VC	302.0	1	1	I
1987	12	VI	49.0	-1	-1	I
1987	12	VS	253.0	1	1	B
1988	1	VC	473.0	1	1	A
1988	1	VI	119.0	1	1	I
1988	1	VS	354.0	1	1	A
1988	2	VC	502.0	1	1	A
1988	2	VI	59.0	-1	-1	A
1988	2	VS	443.0	1	1	A
1988	3	VC	436.0	-1	1	A
1988	3	VI	93.0	1	-1	I
1988	3	VS	343.0	-1	1	A
1988	4	VC	491.0	1	1	C
1988	4	VI	107.0	1	1	G
1988	4	VS	384.0	1	1	C
1988	5	VC	400.0	-1	1	A
1988	5	VI	64.0	-1	-1	A
1988	5	VS	336.0	-1	1	A
1988	6	VC	410.0	1	1	C
1988	6	VI	68.0	1	-1	I
1988	6	VS	342.0	1	1	C
1988	7	VC	475.0	1	1	A
1988	7	VI	66.0	-1	-1	G
1988	7	VS	409.0	1	1	A
1988	8	VC	526.0	1	1	A
1988	8	VI	105.0	1	1	I
1988	8	VS	421.0	1	1	A
1988	9	VC	422.0	-1	1	A
1988	9	VI	95.0	-1	1	A
1988	9	VS	327.0	-1	1	A
1988	10	VC	568.0	1	1	C
1988	10	VI	176.0	1	1	C
1988	10	VS	392.0	1	1	C
1988	11	VC	580.0	1	1	A
1988	11	VI	139.0	-1	1	A
1988	11	VS	441.0	1	1	A
1988	12	VC	581.0	1	1	A
1988	12	VI	110.0	-1	1	C
1988	12	VS	471.0	1	1	A
1989	1	VC	558.0	-1	1	A
1989	1	VI	60.0	-1	-1	C
1989	1	VS	498.0	1	1	A
1989	2	VC	476.0	-1	1	C
1989	2	VI	67.0	1	-1	I
1989	2	VS	409.0	-1	1	A
1989	3	VC	359.0	-1	-1	C
1989	3	VI	63.0	-1	-1	G
1989	3	VS	296.0	-1	1	C
1989	4	VC	442.0	1	1	I
1989	4	VI	69.0	1	-1	I
1989	4	VS	373.0	1	1	C
1989	5	VC	414.0	-1	1	A
1989	5	VI	34.0	-1	-1	G
1989	5	VS	380.0	1	1	A
1989	6	VC	419.0	1	1	C
1989	6	VI	63.0	1	-1	I
1989	6	VS	356.0	-1	1	A
1989	7	VC	495.0	1	1	A
1989	7	VI	114.0	1	1	G
1989	7	VS	381.0	1	1	C
1989	8	VC	459.0	-1	1	A
1989	8	VI	65.0	-1	-1	A
1989	8	VS	394.0	1	1	A
1989	9	VC	339.0	-1	-1	C
1989	9	VI	35.0	-1	-1	I
1989	9	VS	304.0	-1	-1	A
1989	10	VC	420.0	1	1	I
1989	10	VI	62.0	1	-1	I
1989	10	VS	358.0	1	1	I
1989	11	VC	626.0	1	1	A
1989	11	VI	216.0	1	1	G
1989	11	VS	410.0	1	1	A
1989	12	VC	549.0	-1	1	A
1989	12	VI	127.0	-1	1	A
1989	12	VS	422.0	1	1	A
1990	1	VC	627.0	1	1	C
1990	1	VI	126.0	-1	1	C
1990	1	VS	501.0	1	1	A
1990	2	VC	645.0	1	1	A
1990	2	VI	118.0	-1	1	C
1990	2	VS	527.0	1	1	A
1990	3	VC	677.0	1	1	A
1990	3	VI	196.0	1	1	C
1990	3	VS	481.0	-1	1	A
1990	4	VC	609.0	-1	1	A
1990	4	VI	173.0	-1	1	A
1990	4	VS	436.0	-1	1	C
1990	5	VC	688.0	1	1	C
1990	5	VI	207.0	1	1	C
1990	5	VS	481.0	1	1	C
1990	6	VC	637.0	-1	1	A
1990	6	VI	144.0	-1	1	A
1990	6	VS	493.0	1	1	A
1990	7	VC	678.0	1	1	C
1990	7	VI	139.0	-1	1	C
1990	7	VS	539.0	1	1	A
1990	8	VC	582.0	-1	1	A
1990	8	VI	111.0	-1	1	C
1990	8	VS	471.0	-1	1	A
1990	9	VC	573.0	-1	1	C
1990	9	VI	162.0	1	1	C
1990	9	VS	411.0	-1	1	C
1990	10	VC	552.0	-1	1	C
1990	10	VI	109.0	-1	1	A
1990	10	VS	443.0	1	1	C
1990	11	VC	643.0	1	1	C
1990	11	VI	215.0	1	1	C
1990	11	VS	428.0	-1	1	A
1990	12	VC	565.0	-1	1	A
1990	12	VI	51.0	-1	-1	A
1990	12	VS	514.0	1	1	C
1991	1	VC	746.0	1	1	C
1991	1	VI	144.0	1	1	I
1991	1	VS	602.0	1	1	A
1991	2	VC	756.0	1	1	A
1991	2	VI	116.0	-1	1	A
1991	2	VS	640.0	1	1	A
1991	3	VC	761.0	1	1	A
1991	3	VI	125.0	1	1	C
1991	3	VS	636.0	-1	1	A
1991	4	VC	623.0	-1	1	A
1991	4	VI	86.0	-1	-1	A
1991	4	VS	537.0	-1	1	C
1991	5	VC	666.0	1	1	C
1991	5	VI	114.0	1	1	I
1991	5	VS	552.0	1	1	C
1991	6	VC	619.0	-1	1	A
1991	6	VI	85.0	-1	-1	A
1991	6	VS	534.0	-1	1	A
1991	7	VC	609.0	-1	1	C
1991	7	VI	80.0	-1	-1	I
1991	7	VS	529.0	-1	1	C
1991	8	VC	692.0	1	1	C
1991	8	VI	132.0	1	1	I
1991	8	VS	560.0	1	1	C
1991	9	VC	669.0	-1	1	A
1991	9	VI	67.0	-1	-1	A
1991	9	VS	602.0	1	1	A
1991	10	VC	593.0	-1	1	C
1991	10	VI	84.0	1	-1	I
1991	10	VS	509.0	-1	1	A
1991	11	VC	664.0	1	1	C
1991	11	VI	102.0	1	-1	G
1991	11	VS	562.0	1	1	C
1991	12	VC	670.0	1	1	A
1991	12	VI	91.0	-1	-1	G
1991	12	VS	579.0	1	1	A
1992	1	VC	691.0	1	1	A
1992	1	VI	100.0	1	-1	I
1992	1	VS	591.0	1	1	A
1992	2	VC	573.0	-1	-1	A
1992	2	VI	84.0	-1	-1	G
1992	2	VS	489.0	-1	1	A
1992	3	VC	580.0	1	-1	I
1992	3	VI	98.0	1	-1	I
1992	3	VS	482.0	-1	-1	C
1992	4	VC	678.0	1	1	G
1992	4	VI	144.0	1	1	G
1992	4	VS	534.0	1	1	I
1992	5	VC	790.0	1	1	A
1992	5	VI	183.0	1	1	A
1992	5	VS	607.0	1	1	A
1992	6	VC	706.0	-1	1	A
1992	6	VI	152.0	-1	1	A
1992	6	VS	554.0	-1	1	A
1992	7	VC	805.0	1	1	C
1992	7	VI	167.0	1	1	C
1992	7	VS	638.0	1	1	C
1992	8	VC	818.0	1	1	A
1992	8	VI	200.0	1	1	A
1992	8	VS	618.0	-1	1	A
1992	9	VC	769.0	-1	1	A
1992	9	VI	143.0	-1	1	A
1992	9	VS	626.0	1	1	C
1992	10	VC	759.0	-1	1	C
1992	10	VI	209.0	1	1	C
1992	10	VS	550.0	-1	1	A
1992	11	VC	845.0	1	1	C
1992	11	VI	254.0	1	1	A
1992	11	VS	591.0	1	1	C
1992	12	VC	761.0	-1	1	A
1992	12	VI	134.0	-1	-1	A
1992	12	VS	627.0	1	1	A
1993	1	VC	742.0	-1	1	C
1993	1	VI	121.0	-1	-1	I
1993	1	VS	621.0	-1	1	A
1993	2	VC	820.0	1	1	C
1993	2	VI	194.0	1	1	I
1993	2	VS	626.0	1	1	C
1993	3	VC	730.0	-1	1	A
1993	3	VI	142.0	-1	1	A
1993	3	VS	588.0	-1	1	A
1993	4	VC	666.0	-1	-1	C
1993	4	VI	145.0	1	1	C
1993	4	VS	521.0	-1	-1	C
1993	5	VC	634.0	-1	-1	I
1993	5	VI	99.0	-1	-1	A
1993	5	VS	535.0	1	-1	I
1993	6	VC	637.0	1	-1	I
1993	6	VI	93.0	-1	-1	I
1993	6	VS	544.0	1	-1	G
1993	7	VC	521.0	-1	-1	G
1993	7	VI	69.0	-1	-1	I
1993	7	VS	452.0	-1	-1	G
1993	8	VC	606.0	1	-1	I
1993	8	VI	122.0	1	-1	I
1993	8	VS	484.0	1	-1	I
1993	9	VC	624.0	1	-1	G
1993	9	VI	137.0	1	1	G
1993	9	VS	487.0	1	-1	G
1993	10	VC	646.0	1	-1	G
1993	10	VI	94.0	-1	-1	A
1993	10	VS	552.0	1	-1	G
1993	11	VC	818.0	1	1	G
1993	11	VI	121.0	1	-1	I
1993	11	VS	697.0	1	1	G
1993	12	VC	746.0	-1	1	A
1993	12	VI	95.0	-1	-1	G
1993	12	VS	651.0	-1	1	A
1994	1	VC	746.0	0	1	C
1994	1	VI	78.0	-1	-1	I
1994	1	VS	668.0	1	1	C
1994	2	VC	624.0	-1	-1	B
1994	2	VI	128.0	1	1	I
1994	2	VS	496.0	-1	-1	A
1994	3	VC	652.0	1	-1	I
1994	3	VI	121.0	-1	-1	A
1994	3	VS	531.0	1	-1	I
1994	4	VC	620.0	-1	-1	G
1994	4	VI	95.0	-1	-1	I
1994	4	VS	525.0	-1	-1	G
1994	5	VC	593.0	-1	-1	I
1994	5	VI	108.0	1	-1	I
1994	5	VS	485.0	-1	-1	I
1994	6	VC	640.0	1	-1	I
1994	6	VI	67.0	-1	-1	G
1994	6	VS	573.0	1	1	I
1994	7	VC	716.0	1	1	G
1994	7	VI	192.0	1	1	I
1994	7	VS	524.0	-1	-1	A
1994	8	VC	689.0	-1	-1	A
1994	8	VI	149.0	-1	1	A
1994	8	VS	540.0	1	-1	I
1994	9	VC	623.0	-1	-1	I
1994	9	VI	81.0	-1	-1	C
1994	9	VS	542.0	1	-1	G
1994	10	VC	718.0	1	1	I
1994	10	VI	70.0	-1	-1	I
1994	10	VS	648.0	1	1	G
1994	11	VC	596.0	-1	-1	A
1994	11	VI	89.0	1	-1	I
1994	11	VS	507.0	-1	-1	A
1994	12	VC	618.0	1	-1	I
1994	12	VI	68.0	-1	-1	G
1994	12	VS	550.0	1	-1	I
1995	1	VC	800.0	1	1	G
1995	1	VI	63.0	-1	-1	I
1995	1	VS	737.0	1	1	G
1995	2	VC	662.0	-1	-1	A
1995	2	VI	107.0	1	-1	I
1995	2	VS	555.0	-1	-1	A
1995	3	VC	789.0	1	1	I
1995	3	VI	116.0	1	-1	G
1995	3	VS	673.0	1	1	I
1995	4	VC	662.0	-1	-1	A
1995	4	VI	93.0	-1	-1	G
1995	4	VS	569.0	-1	-1	A
1995	5	VC	809.0	1	1	I
1995	5	VI	110.0	1	-1	I
1995	5	VS	699.0	1	1	I
1995	6	VC	687.0	-1	-1	A
1995	6	VI	84.0	-1	-1	G
1995	6	VS	603.0	-1	1	A
1995	7	VC	793.0	1	1	I
1995	7	VI	131.0	1	1	I
1995	7	VS	662.0	1	1	C
1995	8	VC	843.0	1	1	A
1995	8	VI	121.0	-1	1	A
1995	8	VS	722.0	1	1	A
1995	9	VC	807.0	-1	1	A
1995	9	VI	86.0	-1	-1	C
1995	9	VS	721.0	-1	1	A
1995	10	VC	689.0	-1	-1	C
1995	10	VI	103.0	1	-1	I
1995	10	VS	586.0	-1	1	C
1995	11	VC	692.0	1	-1	I
1995	11	VI	88.0	-1	-1	G
1995	11	VS	604.0	1	1	C
1995	12	VC	748.0	1	1	G
1995	12	VI	78.0	-1	-1	I
1995	12	VS	670.0	1	1	A
1996	1	VC	899.0	1	1	A
1996	1	VI	111.0	1	1	I
1996	1	VS	788.0	1	1	A
1996	2	VC	775.0	-1	1	A
1996	2	VI	80.0	-1	-1	A
1996	2	VS	695.0	-1	1	A
1996	3	VC	872.0	1	1	C
1996	3	VI	97.0	1	-1	I
1996	3	VS	775.0	1	1	C
1996	4	VC	977.0	1	1	A
1996	4	VI	173.0	1	1	G
1996	4	VS	804.0	1	1	A
1996	5	VC	1044.0	1	1	A
1996	5	VI	87.0	-1	-1	A
1996	5	VS	957.0	1	1	A
1996	6	VC	995.0	-1	1	A
1996	6	VI	89.0	1	-1	I
1996	6	VS	906.0	-1	1	A
1996	7	VC	1016.0	1	1	C
1996	7	VI	54.0	-1	-1	G
1996	7	VS	962.0	1	1	C
1996	8	VC	1160.0	1	1	A
1996	8	VI	222.0	1	1	I
1996	8	VS	938.0	-1	1	A
1996	9	VC	1117.0	-1	1	A
1996	9	VI	241.0	1	1	A
1996	9	VS	876.0	-1	1	C
1996	10	VC	1093.0	-1	1	C
1996	10	VI	141.0	-1	1	A
1996	10	VS	952.0	1	1	C
1996	11	VC	1141.0	1	1	C
1996	11	VI	123.0	-1	1	C
1996	11	VS	1018.0	1	1	A
1996	12	VC	1046.0	-1	1	A
1996	12	VI	69.0	-1	-1	C
1996	12	VS	977.0	-1	1	A
1997	1	VC	1266.0	1	1	C
1997	1	VI	116.0	1	1	I
1997	1	VS	1150.0	1	1	C
1997	2	VC	1201.0	-1	1	A
1997	2	VI	171.0	1	1	A
1997	2	VS	1030.0	-1	1	A
1997	3	VC	1292.0	1	1	C
1997	3	VI	164.0	-1	1	A
1997	3	VS	1128.0	1	1	C
1997	4	VC	1084.0	-1	1	A
1997	4	VI	99.0	-1	-1	C
1997	4	VS	985.0	-1	1	A
1997	5	VC	1331.0	1	1	C
1997	5	VI	96.0	-1	-1	I
1997	5	VS	1235.0	1	1	C
1997	6	VC	1318.0	-1	1	A
1997	6	VI	134.0	1	1	I
1997	6	VS	1184.0	-1	1	A
1997	7	VC	1328.0	1	1	C
1997	7	VI	217.0	1	1	A
1997	7	VS	1111.0	-1	1	C
1997	8	VC	1345.0	1	1	A
1997	8	VI	113.0	-1	-1	A
1997	8	VS	1232.0	1	1	C
1997	9	VC	1380.0	1	1	A
1997	9	VI	127.0	1	1	I
1997	9	VS	1253.0	1	1	A
1997	10	VC	1245.0	-1	1	A
1997	10	VI	189.0	1	1	A
1997	10	VS	1056.0	-1	1	A
1997	11	VC	1202.0	-1	1	C
1997	11	VI	76.0	-1	-1	A
1997	11	VS	1126.0	1	1	C
1997	12	VC	1210.0	1	1	C
1997	12	VI	137.0	1	1	I
1997	12	VS	1073.0	-1	1	A
1998	1	VC	1190.0	-1	1	A
1998	1	VI	88.0	-1	-1	A
1998	1	VS	1102.0	1	1	C
1998	2	VC	1078.0	-1	1	C
1998	2	VI	144.0	1	1	I
1998	2	VS	934.0	-1	1	A
1998	3	VC	1470.0	1	1	C
1998	3	VI	251.0	1	1	A
1998	3	VS	1219.0	1	1	C
1998	4	VC	1081.0	-1	1	A
1998	4	VI	105.0	-1	-1	A
1998	4	VS	976.0	-1	1	A
1998	5	VC	1206.0	1	1	C
1998	5	VI	121.0	1	-1	I
1998	5	VS	1085.0	1	1	C
1998	6	VC	991.0	-1	-1	A
1998	6	VI	52.0	-1	-1	G
1998	6	VS	939.0	-1	-1	A
1998	7	VC	1110.0	1	1	I
1998	7	VI	76.0	1	-1	I
1998	7	VS	1034.0	1	1	I
1998	8	VC	1641.0	1	1	A
1998	8	VI	332.0	1	1	G
1998	8	VS	1309.0	1	1	A
1998	9	VC	1189.0	-1	1	A
1998	9	VI	105.0	-1	-1	A
1998	9	VS	1084.0	-1	1	A
1998	10	VC	1335.0	1	1	C
1998	10	VI	93.0	-1	-1	I
1998	10	VS	1242.0	1	1	C
