Año	Mes	violence type	VictimsCount
2015	8	VS	52
2015	9	VI	4
2015	9	VS	56
2015	10	VI	9
2015	10	VS	50
2015	11	VI	8
2015	11	VS	35
2015	12	VI	5
2015	12	VS	31
2016	1	VI	8
2016	1	VS	105
2016	2	VI	6
2016	2	VS	62
2016	3	VI	11
2016	3	VS	67
2016	4	VI	10
2016	4	VS	62
2016	5	VI	2
2016	5	VS	55
2016	6	VI	0
2016	6	VS	63
2016	7	VI	4
2016	7	VS	53
2016	8	VI	9
2016	8	VS	75
2016	9	VI	4
2016	9	VS	48
2016	10	VI	1
2016	10	VS	55
2016	11	VI	4
2016	11	VS	72
2016	12	VI	3
2016	12	VS	55
2017	1	VI	3
2017	1	VS	122
2017	2	VI	8
2017	2	VS	108
2017	3	VI	5
2017	3	VS	82
2017	4	VI	5
2017	4	VS	89
2017	5	VI	2
2017	5	VS	65
2017	6	VI	8
2017	6	VS	87
2017	7	VI	12
2017	7	VS	79
2017	8	VI	3
2017	8	VS	78
2017	9	VI	12
2017	9	VS	67
2017	10	VI	17
2017	10	VS	82
2017	11	VI	10
2017	11	VS	100
2017	12	VI	7
2017	12	VS	61
2018	1	VI	6
2018	1	VS	135
2018	2	VI	11
2018	2	VS	84
2018	3	VI	13
2018	3	VS	94
2018	4	VI	7
2018	4	VS	62
2018	5	VI	7
2018	5	VS	82
2018	6	VI	9
2018	6	VS	77
2018	7	VI	18
2018	7	VS	125
2018	8	VI	15
2018	8	VS	105
2018	9	VI	1
2018	9	VS	59
2018	10	VI	9
2018	10	VS	82
2018	11	VI	19
2018	11	VS	61
2018	12	VI	16
2018	12	VS	56
2019	1	VI	27
2019	1	VS	96
2019	2	VI	24
2019	2	VS	103
2019	3	VI	20
2019	3	VS	84
2019	4	VI	3
2019	4	VS	53
2019	5	VI	1
2019	5	VS	78
2019	6	VI	16
2019	6	VS	82
2019	7	VI	9
2019	7	VS	55
2019	8	VI	3
2019	8	VS	75
2019	9	VI	7
2019	9	VS	79
2019	10	VI	5
2019	10	VS	73
2019	11	VI	3
2019	11	VS	45
2019	12	VI	5
2019	12	VS	42
2020	1	VI	16
2020	1	VS	101
2020	2	VI	16
2020	2	VS	52
2020	3	VI	12
2020	3	VS	78
2020	4	VI	7
2020	4	VS	50
2020	5	VI	10
2020	5	VS	53
2020	6	VI	1
2020	6	VS	50
2020	7	VI	16
2020	7	VS	82
2020	8	VI	12
2020	8	VS	108
2020	9	VI	9
2020	9	VS	94
2020	10	VI	8
2020	10	VS	86
2020	11	VI	8
2020	11	VS	102
2020	12	VI	5
2020	12	VS	76
2021	1	VI	4
2021	1	VS	65
2021	2	VI	13
2021	2	VS	73
2021	3	VI	18
2021	3	VS	54
2021	4	VI	10
2021	4	VS	56
2021	5	VI	1
2021	5	VS	47
2021	6	VI	8
2021	6	VS	28
2021	7	VI	3
2021	7	VS	56
2021	8	VI	5
2021	8	VS	42
2021	9	VI	14
2021	9	VS	38
2021	10	VI	16
2021	10	VS	51
2021	11	VI	12
2021	11	VS	50
2021	12	VI	0
2021	12	VS	39
2022	1	VI	3
2022	1	VS	99
2022	2	VI	21
2022	2	VS	67
2022	3	VI	7
2022	3	VS	39
2022	4	VI	19
2022	4	VS	92
2022	5	VI	0
2022	5	VS	93
2022	6	VI	3
2022	6	VS	81
2022	7	VI	2
2022	7	VS	120
2022	8	VI	1
2022	8	VS	126
2022	9	VI	0
2022	9	VS	78
2022	10	VI	2
2022	10	VS	77
2022	11	VI	2
2022	11	VS	80
2022	12	VI	5
2022	12	VS	48
