Año	Mes	violence type	VictimsCount	Escalation	Intensity	Previous State
1976	8	VS	8.0	-1	-1	A
1976	9	VC	9.0	1	-1	I
1976	9	VI	0.0	0	-1	H
1976	9	VS	9.0	1	-1	I
1976	10	VC	6.0	-1	-1	G
1976	10	VI	0.0	0	-1	H
1976	10	VS	6.0	-1	-1	G
1976	11	VC	5.0	-1	-1	I
1976	11	VI	0.0	0	-1	H
1976	11	VS	5.0	-1	-1	I
1976	12	VC	4.0	-1	-1	I
1976	12	VI	0.0	0	-1	H
1976	12	VS	4.0	-1	-1	I
1977	1	VC	5.0	1	-1	I
1977	1	VI	0.0	0	-1	H
1977	1	VS	5.0	1	-1	I
1977	2	VC	13.0	1	1	G
1977	2	VI	0.0	0	-1	H
1977	2	VS	13.0	1	1	G
1977	3	VC	14.0	1	1	A
1977	3	VI	0.0	0	-1	H
1977	3	VS	14.0	1	1	A
1977	4	VC	14.0	0	1	A
1977	4	VI	0.0	0	-1	H
1977	4	VS	14.0	0	1	A
1977	5	VC	7.0	-1	-1	B
1977	5	VI	0.0	0	-1	H
1977	5	VS	7.0	-1	-1	B
1977	6	VC	15.0	1	1	I
1977	6	VI	0.0	0	-1	H
1977	6	VS	15.0	1	1	I
1977	7	VC	5.0	-1	-1	A
1977	7	VI	0.0	0	-1	H
1977	7	VS	5.0	-1	-1	A
1977	8	VC	23.0	1	1	I
1977	8	VI	0.0	0	-1	H
1977	8	VS	23.0	1	1	I
1977	9	VC	9.0	-1	-1	A
1977	9	VI	0.0	0	-1	H
1977	9	VS	9.0	-1	-1	A
1977	10	VC	10.0	1	1	I
1977	10	VI	0.0	0	0	H
1977	10	VS	10.0	1	1	I
1977	11	VC	10.0	0	1	A
1977	11	VI	0.0	0	0	E
1977	11	VS	10.0	0	1	A
1977	12	VC	19.0	1	1	B
1977	12	VI	0.0	0	0	E
1977	12	VS	19.0	1	1	B
1978	1	VC	20.0	1	1	A
1978	1	VI	0.0	0	0	E
1978	1	VS	20.0	1	1	A
1978	2	VC	15.0	-1	1	A
1978	2	VI	0.0	0	0	E
1978	2	VS	15.0	-1	1	A
1978	3	VC	11.0	-1	1	C
1978	3	VI	0.0	0	0	E
1978	3	VS	11.0	-1	1	C
1978	4	VC	7.0	-1	-1	C
1978	4	VI	0.0	0	0	E
