Año	Mes	violence type	CaseCount	Escalation	Intensity	Previous State
1978	4	VS	8.0	-1	0	B
1978	5	VC	16.0	1	1	I
1978	5	VI	1.0	1	1	H
1978	5	VS	15.0	1	1	F
1978	6	VC	11.0	-1	1	A
1978	6	VI	1.0	0	1	A
1978	6	VS	10.0	-1	1	A
1978	7	VC	9.0	-1	1	C
1978	7	VI	0.0	-1	-1	B
1978	7	VS	9.0	-1	1	C
1978	8	VC	10.0	1	1	C
1978	8	VI	2.0	1	1	I
1978	8	VS	8.0	-1	-1	C
1978	9	VC	12.0	1	1	A
1978	9	VI	0.0	-1	-1	A
1978	9	VS	12.0	1	1	I
1978	10	VC	7.0	-1	-1	A
1978	10	VI	0.0	0	-1	I
1978	10	VS	7.0	-1	-1	A
1978	11	VC	12.0	1	1	I
1978	11	VI	0.0	0	-1	H
1978	11	VS	12.0	1	1	I
1978	12	VC	8.0	-1	-1	A
1978	12	VI	0.0	0	-1	H
1978	12	VS	8.0	-1	-1	A
1979	1	VC	24.0	1	1	I
1979	1	VI	1.0	1	1	H
1979	1	VS	23.0	1	1	I
1979	2	VC	15.0	-1	1	A
1979	2	VI	1.0	0	1	A
1979	2	VS	14.0	-1	1	A
1979	3	VC	21.0	1	1	C
1979	3	VI	0.0	-1	-1	B
1979	3	VS	21.0	1	1	C
1979	4	VC	19.0	-1	1	A
1979	4	VI	0.0	0	-1	I
1979	4	VS	19.0	-1	1	A
1979	5	VC	20.0	1	1	C
1979	5	VI	1.0	1	1	H
1979	5	VS	19.0	0	1	C
1979	6	VC	26.0	1	1	A
1979	6	VI	1.0	0	1	A
1979	6	VS	25.0	1	1	B
1979	7	VC	26.0	0	1	A
1979	7	VI	1.0	0	1	B
1979	7	VS	25.0	0	1	A
1979	8	VC	14.0	-1	1	B
1979	8	VI	0.0	-1	-1	B
1979	8	VS	14.0	-1	1	B
1979	9	VC	26.0	1	1	C
1979	9	VI	0.0	0	-1	I
1979	9	VS	26.0	1	1	C
1979	10	VC	19.0	-1	1	A
1979	10	VI	0.0	0	-1	H
1979	10	VS	19.0	-1	1	A
1979	11	VC	20.0	1	1	C
1979	11	VI	0.0	0	-1	H
1979	11	VS	20.0	1	1	C
1979	12	VC	27.0	1	1	A
1979	12	VI	0.0	0	-1	H
1979	12	VS	27.0	1	1	A
1980	1	VC	36.0	1	1	A
1980	1	VI	0.0	0	-1	H
1980	1	VS	36.0	1	1	A
1980	2	VC	14.0	-1	-1	A
1980	2	VI	0.0	0	-1	H
1980	2	VS	14.0	-1	-1	A
1980	3	VC	8.0	-1	-1	I
1980	3	VI	0.0	0	-1	H
1980	3	VS	8.0	-1	-1	I
1980	4	VC	15.0	1	-1	I
1980	4	VI	0.0	0	-1	H
1980	4	VS	15.0	1	1	I
1980	5	VC	15.0	0	-1	G
1980	5	VI	0.0	0	-1	H
1980	5	VS	15.0	0	1	A
1980	6	VC	15.0	0	-1	H
1980	6	VI	0.0	0	-1	H
1980	6	VS	15.0	0	-1	B
1980	7	VC	13.0	-1	-1	H
1980	7	VI	0.0	0	-1	H
1980	7	VS	13.0	-1	-1	H
1980	8	VC	16.0	1	1	I
1980	8	VI	0.0	0	-1	H
1980	8	VS	16.0	1	1	I
1980	9	VC	7.0	-1	-1	A
1980	9	VI	0.0	0	-1	H
1980	9	VS	7.0	-1	-1	A
1980	10	VC	14.0	1	-1	I
1980	10	VI	0.0	0	-1	H
1980	10	VS	14.0	1	-1	I
1980	11	VC	22.0	1	1	G
1980	11	VI	0.0	0	-1	H
1980	11	VS	22.0	1	1	G
1980	12	VC	20.0	-1	1	A
1980	12	VI	0.0	0	-1	H
1980	12	VS	20.0	-1	1	A
1981	1	VC	58.0	1	1	C
1981	1	VI	1.0	1	1	H
1981	1	VS	57.0	1	1	C
1981	2	VC	22.0	-1	1	A
1981	2	VI	0.0	-1	-1	A
1981	2	VS	22.0	-1	1	A
1981	3	VC	27.0	1	1	C
1981	3	VI	0.0	0	-1	I
1981	3	VS	27.0	1	1	C
1981	4	VC	34.0	1	1	A
1981	4	VI	0.0	0	-1	H
1981	4	VS	34.0	1	1	A
1981	5	VC	38.0	1	1	A
1981	5	VI	0.0	0	-1	H
1981	5	VS	38.0	1	1	A
1981	6	VC	19.0	-1	-1	A
1981	6	VI	0.0	0	-1	H
1981	6	VS	19.0	-1	-1	A
1981	7	VC	29.0	1	1	I
1981	7	VI	1.0	1	1	H
1981	7	VS	28.0	1	1	I
1981	8	VC	21.0	-1	1	A
1981	8	VI	0.0	-1	-1	A
1981	8	VS	21.0	-1	1	A
1981	9	VC	18.0	-1	-1	C
1981	9	VI	0.0	0	-1	I
1981	9	VS	18.0	-1	-1	C
1981	10	VC	43.0	1	1	I
1981	10	VI	1.0	1	1	H
1981	10	VS	42.0	1	1	I
1981	11	VC	46.0	1	1	A
1981	11	VI	0.0	-1	-1	A
1981	11	VS	46.0	1	1	A
1981	12	VC	41.0	-1	1	A
1981	12	VI	0.0	0	-1	I
1981	12	VS	41.0	-1	1	A
1982	1	VC	69.0	1	1	C
1982	1	VI	0.0	0	-1	H
1982	1	VS	69.0	1	1	C
1982	2	VC	40.0	-1	1	A
1982	2	VI	0.0	0	-1	H
1982	2	VS	40.0	-1	1	A
1982	3	VC	52.0	1	1	C
1982	3	VI	1.0	1	1	H
1982	3	VS	51.0	1	1	C
1982	4	VC	22.0	-1	-1	A
1982	4	VI	0.0	-1	-1	A
1982	4	VS	22.0	-1	-1	A
1982	5	VC	32.0	1	1	I
1982	5	VI	0.0	0	-1	I
1982	5	VS	32.0	1	1	I
1982	6	VC	37.0	1	1	A
1982	6	VI	0.0	0	-1	H
1982	6	VS	37.0	1	1	A
1982	7	VC	33.0	-1	1	A
1982	7	VI	0.0	0	-1	H
1982	7	VS	33.0	-1	1	A
1982	8	VC	59.0	1	1	C
1982	8	VI	1.0	1	1	H
1982	8	VS	58.0	1	1	C
1982	9	VC	44.0	-1	1	A
1982	9	VI	0.0	-1	-1	A
1982	9	VS	44.0	-1	1	A
1982	10	VC	41.0	-1	1	C
1982	10	VI	0.0	0	-1	I
1982	10	VS	41.0	-1	1	C
1982	11	VC	43.0	1	1	C
1982	11	VI	1.0	1	1	H
1982	11	VS	42.0	1	1	C
1982	12	VC	24.0	-1	-1	A
1982	12	VI	0.0	-1	-1	A
1982	12	VS	24.0	-1	-1	A
1983	1	VC	120.0	1	1	I
1983	1	VI	0.0	0	-1	I
1983	1	VS	120.0	1	1	I
1983	2	VC	65.0	-1	1	A
1983	2	VI	0.0	0	-1	H
1983	2	VS	65.0	-1	1	A
1983	3	VC	70.0	1	1	C
1983	3	VI	0.0	0	-1	H
1983	3	VS	70.0	1	1	C
1983	4	VC	78.0	1	1	A
1983	4	VI	0.0	0	-1	H
1983	4	VS	78.0	1	1	A
1983	5	VC	83.0	1	1	A
1983	5	VI	1.0	1	1	H
1983	5	VS	82.0	1	1	A
1983	6	VC	75.0	-1	1	A
1983	6	VI	0.0	-1	-1	A
1983	6	VS	75.0	-1	1	A
1983	7	VC	99.0	1	1	C
1983	7	VI	0.0	0	-1	I
1983	7	VS	99.0	1	1	C
1983	8	VC	90.0	-1	1	A
1983	8	VI	0.0	0	-1	H
1983	8	VS	90.0	-1	1	A
1983	9	VC	58.0	-1	1	C
1983	9	VI	0.0	0	-1	H
1983	9	VS	58.0	-1	1	C
1983	10	VC	54.0	-1	1	C
1983	10	VI	0.0	0	-1	H
1983	10	VS	54.0	-1	1	C
1983	11	VC	79.0	1	1	C
1983	11	VI	2.0	1	1	H
1983	11	VS	77.0	1	1	C
1983	12	VC	55.0	-1	1	A
1983	12	VI	0.0	-1	-1	A
1983	12	VS	55.0	-1	1	A
1984	1	VC	109.0	1	1	C
1984	1	VI	2.0	1	1	I
1984	1	VS	107.0	1	1	C
1984	2	VC	91.0	-1	1	A
1984	2	VI	0.0	-1	-1	A
1984	2	VS	91.0	-1	1	A
1984	3	VC	84.0	-1	1	C
1984	3	VI	1.0	1	1	I
1984	3	VS	83.0	-1	1	C
1984	4	VC	99.0	1	1	C
1984	4	VI	2.0	1	1	A
1984	4	VS	97.0	1	1	C
1984	5	VC	114.0	1	1	A
1984	5	VI	0.0	-1	-1	A
1984	5	VS	114.0	1	1	A
1984	6	VC	83.0	-1	1	A
1984	6	VI	0.0	0	-1	I
1984	6	VS	83.0	-1	1	A
1984	7	VC	85.0	1	1	C
1984	7	VI	1.0	1	1	H
1984	7	VS	84.0	1	1	C
1984	8	VC	114.0	1	1	A
1984	8	VI	0.0	-1	-1	A
1984	8	VS	114.0	1	1	A
1984	9	VC	69.0	-1	1	A
1984	9	VI	2.0	1	1	I
1984	9	VS	67.0	-1	1	A
1984	10	VC	112.0	1	1	C
1984	10	VI	0.0	-1	-1	A
1984	10	VS	112.0	1	1	C
1984	11	VC	78.0	-1	1	A
1984	11	VI	0.0	0	-1	I
1984	11	VS	78.0	-1	1	A
1984	12	VC	100.0	1	1	C
1984	12	VI	3.0	1	1	H
1984	12	VS	97.0	1	1	C
1985	1	VC	219.0	1	1	A
1985	1	VI	1.0	-1	1	A
1985	1	VS	218.0	1	1	A
1985	2	VC	122.0	-1	1	A
1985	2	VI	0.0	-1	-1	C
1985	2	VS	122.0	-1	1	A
1985	3	VC	164.0	1	1	C
1985	3	VI	0.0	0	-1	I
1985	3	VS	164.0	1	1	C
1985	4	VC	168.0	1	1	A
1985	4	VI	1.0	1	1	H
1985	4	VS	167.0	1	1	A
1985	5	VC	175.0	1	1	A
1985	5	VI	2.0	1	1	A
1985	5	VS	173.0	1	1	A
1985	6	VC	187.0	1	1	A
1985	6	VI	0.0	-1	-1	A
1985	6	VS	187.0	1	1	A
1985	7	VC	204.0	1	1	A
1985	7	VI	0.0	0	-1	I
1985	7	VS	204.0	1	1	A
1985	8	VC	159.0	-1	1	A
1985	8	VI	1.0	1	1	H
1985	8	VS	158.0	-1	1	A
1985	9	VC	139.0	-1	1	C
1985	9	VI	3.0	1	1	A
1985	9	VS	136.0	-1	1	C
1985	10	VC	153.0	1	1	C
1985	10	VI	1.0	-1	1	A
1985	10	VS	152.0	1	1	C
1985	11	VC	214.0	1	1	A
1985	11	VI	1.0	0	1	C
1985	11	VS	213.0	1	1	A
1985	12	VC	232.0	1	1	A
1985	12	VI	0.0	-1	-1	B
1985	12	VS	232.0	1	1	A
1986	1	VC	327.0	1	1	A
1986	1	VI	0.0	0	-1	I
1986	1	VS	327.0	1	1	A
1986	2	VC	150.0	-1	1	A
1986	2	VI	0.0	0	-1	H
1986	2	VS	150.0	-1	1	A
1986	3	VC	203.0	1	1	C
1986	3	VI	0.0	0	-1	H
1986	3	VS	203.0	1	1	C
1986	4	VC	213.0	1	1	A
1986	4	VI	1.0	1	1	H
1986	4	VS	212.0	1	1	A
1986	5	VC	180.0	-1	1	A
1986	5	VI	1.0	0	1	A
1986	5	VS	179.0	-1	1	A
1986	6	VC	228.0	1	1	C
1986	6	VI	0.0	-1	-1	B
1986	6	VS	228.0	1	1	C
1986	7	VC	170.0	-1	1	A
1986	7	VI	0.0	0	-1	I
1986	7	VS	170.0	-1	1	A
1986	8	VC	204.0	1	1	C
1986	8	VI	0.0	0	-1	H
1986	8	VS	204.0	1	1	C
1986	9	VC	217.0	1	1	A
1986	9	VI	0.0	0	-1	H
1986	9	VS	217.0	1	1	A
1986	10	VC	196.0	-1	1	A
1986	10	VI	0.0	0	-1	H
1986	10	VS	196.0	-1	1	A
1986	11	VC	220.0	1	1	C
1986	11	VI	0.0	0	-1	H
1986	11	VS	220.0	1	1	C
1986	12	VC	223.0	1	1	A
1986	12	VI	1.0	1	1	H
1986	12	VS	222.0	1	1	A
1987	1	VC	324.0	1	1	A
1987	1	VI	3.0	1	1	A
1987	1	VS	321.0	1	1	A
1987	2	VC	189.0	-1	1	A
1987	2	VI	1.0	-1	1	A
1987	2	VS	188.0	-1	1	A
1987	3	VC	218.0	1	1	C
1987	3	VI	0.0	-1	-1	C
1987	3	VS	218.0	1	1	C
1987	4	VC	215.0	-1	1	A
1987	4	VI	1.0	1	1	I
1987	4	VS	214.0	-1	1	A
1987	5	VC	201.0	-1	1	C
1987	5	VI	0.0	-1	-1	A
1987	5	VS	201.0	-1	1	C
1987	6	VC	206.0	1	1	C
1987	6	VI	0.0	0	-1	I
1987	6	VS	206.0	1	1	C
1987	7	VC	222.0	1	1	A
1987	7	VI	2.0	1	1	H
1987	7	VS	220.0	1	1	A
1987	8	VC	256.0	1	1	A
1987	8	VI	0.0	-1	-1	A
1987	8	VS	256.0	1	1	A
1987	9	VC	214.0	-1	1	A
1987	9	VI	2.0	1	1	I
1987	9	VS	212.0	-1	1	A
1987	10	VC	272.0	1	1	C
1987	10	VI	3.0	1	1	A
1987	10	VS	269.0	1	1	C
1987	11	VC	246.0	-1	1	A
1987	11	VI	1.0	-1	1	A
1987	11	VS	245.0	-1	1	A
1987	12	VC	294.0	1	1	C
1987	12	VI	1.0	0	1	C
1987	12	VS	293.0	1	1	C
1988	1	VC	450.0	1	1	A
1988	1	VI	2.0	1	1	B
1988	1	VS	448.0	1	1	A
1988	2	VC	365.0	-1	1	A
1988	2	VI	0.0	-1	-1	A
1988	2	VS	365.0	-1	1	A
1988	3	VC	323.0	-1	1	C
1988	3	VI	4.0	1	1	I
1988	3	VS	319.0	-1	1	C
1988	4	VC	321.0	-1	1	C
1988	4	VI	6.0	1	1	A
1988	4	VS	315.0	-1	1	C
1988	5	VC	312.0	-1	1	C
1988	5	VI	0.0	-1	-1	A
1988	5	VS	312.0	-1	1	C
1988	6	VC	354.0	1	1	C
1988	6	VI	0.0	0	-1	I
1988	6	VS	354.0	1	1	C
1988	7	VC	360.0	1	1	A
1988	7	VI	0.0	0	-1	H
1988	7	VS	360.0	1	1	A
1988	8	VC	376.0	1	1	A
1988	8	VI	0.0	0	-1	H
1988	8	VS	376.0	1	1	A
1988	9	VC	318.0	-1	1	A
1988	9	VI	0.0	0	-1	H
1988	9	VS	318.0	-1	1	A
1988	10	VC	401.0	1	1	C
1988	10	VI	0.0	0	-1	H
1988	10	VS	401.0	1	1	C
1988	11	VC	401.0	0	1	A
1988	11	VI	0.0	0	-1	H
1988	11	VS	401.0	0	1	A
1988	12	VC	471.0	1	1	B
1988	12	VI	1.0	1	1	H
1988	12	VS	470.0	1	1	B
1989	1	VC	581.0	1	1	A
1989	1	VI	3.0	1	1	A
1989	1	VS	578.0	1	1	A
1989	2	VC	397.0	-1	1	A
1989	2	VI	1.0	-1	1	A
1989	2	VS	396.0	-1	1	A
1989	3	VC	325.0	-1	1	C
1989	3	VI	4.0	1	1	C
1989	3	VS	321.0	-1	1	C
1989	4	VC	352.0	1	1	C
1989	4	VI	3.0	-1	1	A
1989	4	VS	349.0	1	1	C
1989	5	VC	411.0	1	1	A
1989	5	VI	0.0	-1	-1	C
1989	5	VS	411.0	1	1	A
1989	6	VC	390.0	-1	1	A
1989	6	VI	0.0	0	-1	I
1989	6	VS	390.0	-1	1	A
1989	7	VC	397.0	1	1	C
1989	7	VI	3.0	1	1	H
1989	7	VS	394.0	1	1	C
1989	8	VC	370.0	-1	1	A
1989	8	VI	2.0	-1	1	A
1989	8	VS	368.0	-1	1	A
1989	9	VC	309.0	-1	-1	C
1989	9	VI	0.0	-1	-1	C
1989	9	VS	309.0	-1	-1	C
1989	10	VC	359.0	1	1	I
1989	10	VI	3.0	1	1	I
1989	10	VS	356.0	1	1	I
1989	11	VC	406.0	1	1	A
1989	11	VI	2.0	-1	1	A
1989	11	VS	404.0	1	1	A
1989	12	VC	462.0	1	1	A
1989	12	VI	3.0	1	1	C
1989	12	VS	459.0	1	1	A
1990	1	VC	692.0	1	1	A
1990	1	VI	5.0	1	1	A
1990	1	VS	687.0	1	1	A
1990	2	VC	479.0	-1	1	A
1990	2	VI	4.0	-1	1	A
1990	2	VS	475.0	-1	1	A
1990	3	VC	510.0	1	1	C
1990	3	VI	1.0	-1	-1	C
1990	3	VS	509.0	1	1	C
1990	4	VC	458.0	-1	1	A
1990	4	VI	3.0	1	1	I
1990	4	VS	455.0	-1	1	A
1990	5	VC	486.0	1	1	C
1990	5	VI	1.0	-1	-1	A
1990	5	VS	485.0	1	1	C
1990	6	VC	470.0	-1	1	A
1990	6	VI	5.0	1	1	I
1990	6	VS	465.0	-1	1	A
1990	7	VC	502.0	1	1	C
1990	7	VI	1.0	-1	-1	A
1990	7	VS	501.0	1	1	C
1990	8	VC	462.0	-1	1	A
1990	8	VI	1.0	0	-1	I
1990	8	VS	461.0	-1	1	A
1990	9	VC	413.0	-1	1	C
1990	9	VI	3.0	1	1	H
1990	9	VS	410.0	-1	1	C
1990	10	VC	423.0	1	1	C
1990	10	VI	3.0	0	1	A
1990	10	VS	420.0	1	1	C
1990	11	VC	446.0	1	1	A
1990	11	VI	1.0	-1	-1	B
1990	11	VS	445.0	1	1	A
1990	12	VC	466.0	1	1	A
1990	12	VI	1.0	0	-1	I
1990	12	VS	465.0	1	1	A
1991	1	VC	736.0	1	1	A
1991	1	VI	2.0	1	1	H
1991	1	VS	734.0	1	1	A
1991	2	VC	545.0	-1	1	A
1991	2	VI	1.0	-1	-1	A
1991	2	VS	544.0	-1	1	A
1991	3	VC	559.0	1	1	C
1991	3	VI	2.0	1	1	I
1991	3	VS	557.0	1	1	C
1991	4	VC	482.0	-1	1	A
1991	4	VI	3.0	1	1	A
1991	4	VS	479.0	-1	1	A
1991	5	VC	515.0	1	1	C
1991	5	VI	3.0	0	1	A
1991	5	VS	512.0	1	1	C
1991	6	VC	538.0	1	1	A
1991	6	VI	7.0	1	1	B
1991	6	VS	531.0	1	1	A
1991	7	VC	504.0	-1	1	A
1991	7	VI	4.0	-1	1	A
1991	7	VS	500.0	-1	1	A
1991	8	VC	536.0	1	1	C
1991	8	VI	2.0	-1	-1	C
1991	8	VS	534.0	1	1	C
1991	9	VC	528.0	-1	1	A
1991	9	VI	1.0	-1	-1	I
1991	9	VS	527.0	-1	1	A
1991	10	VC	472.0	-1	1	C
1991	10	VI	2.0	1	-1	I
1991	10	VS	470.0	-1	1	C
1991	11	VC	557.0	1	1	C
1991	11	VI	5.0	1	1	G
1991	11	VS	552.0	1	1	C
1991	12	VC	557.0	0	1	A
1991	12	VI	5.0	0	1	A
1991	12	VS	552.0	0	1	A
1992	1	VC	685.0	1	1	B
1992	1	VI	13.0	1	1	B
1992	1	VS	672.0	1	1	B
1992	2	VC	483.0	-1	1	A
1992	2	VI	3.0	-1	1	A
1992	2	VS	480.0	-1	1	A
1992	3	VC	513.0	1	1	C
1992	3	VI	6.0	1	1	C
1992	3	VS	507.0	1	1	C
1992	4	VC	515.0	1	1	A
1992	4	VI	5.0	-1	1	A
1992	4	VS	510.0	1	1	A
1992	5	VC	565.0	1	1	A
1992	5	VI	3.0	-1	-1	C
1992	5	VS	562.0	1	1	A
1992	6	VC	529.0	-1	1	A
1992	6	VI	7.0	1	1	I
1992	6	VS	522.0	-1	1	A
1992	7	VC	585.0	1	1	C
1992	7	VI	2.0	-1	-1	A
1992	7	VS	583.0	1	1	C
1992	8	VC	590.0	1	1	A
1992	8	VI	6.0	1	1	I
1992	8	VS	584.0	1	1	A
1992	9	VC	571.0	-1	1	A
1992	9	VI	4.0	-1	1	A
1992	9	VS	567.0	-1	1	A
1992	10	VC	506.0	-1	-1	C
1992	10	VI	4.0	0	1	C
1992	10	VS	502.0	-1	-1	C
1992	11	VC	535.0	1	1	I
1992	11	VI	5.0	1	1	B
1992	11	VS	530.0	1	1	I
1992	12	VC	624.0	1	1	A
1992	12	VI	3.0	-1	-1	A
1992	12	VS	621.0	1	1	A
1993	1	VC	724.0	1	1	A
1993	1	VI	10.0	1	1	I
1993	1	VS	714.0	1	1	A
1993	2	VC	554.0	-1	1	A
1993	2	VI	8.0	-1	1	A
1993	2	VS	546.0	-1	1	A
1993	3	VC	560.0	1	1	C
1993	3	VI	3.0	-1	-1	C
1993	3	VS	557.0	1	1	C
1993	4	VC	516.0	-1	-1	A
1993	4	VI	7.0	1	1	I
1993	4	VS	509.0	-1	-1	A
1993	5	VC	542.0	1	1	I
1993	5	VI	7.0	0	1	A
1993	5	VS	535.0	1	1	I
1993	6	VC	548.0	1	1	A
1993	6	VI	4.0	-1	-1	B
1993	6	VS	544.0	1	1	A
1993	7	VC	452.0	-1	-1	A
1993	7	VI	2.0	-1	-1	I
1993	7	VS	450.0	-1	-1	A
1993	8	VC	504.0	1	-1	I
1993	8	VI	8.0	1	1	I
1993	8	VS	496.0	1	-1	I
1993	9	VC	518.0	1	-1	G
1993	9	VI	6.0	-1	1	A
1993	9	VS	512.0	1	-1	G
1993	10	VC	527.0	1	-1	G
1993	10	VI	4.0	-1	-1	C
1993	10	VS	523.0	1	-1	G
1993	11	VC	647.0	1	1	G
1993	11	VI	7.0	1	1	I
1993	11	VS	640.0	1	1	G
1993	12	VC	624.0	-1	1	A
1993	12	VI	5.0	-1	1	A
1993	12	VS	619.0	-1	1	A
1994	1	VC	762.0	1	1	C
1994	1	VI	8.0	1	1	C
1994	1	VS	754.0	1	1	C
1994	2	VC	531.0	-1	-1	A
1994	2	VI	5.0	-1	1	A
1994	2	VS	526.0	-1	-1	A
1994	3	VC	513.0	-1	-1	I
1994	3	VI	7.0	1	1	C
1994	3	VS	506.0	-1	-1	I
1994	4	VC	546.0	1	-1	I
1994	4	VI	10.0	1	1	A
1994	4	VS	536.0	1	-1	I
1994	5	VC	527.0	-1	-1	G
1994	5	VI	5.0	-1	-1	A
1994	5	VS	522.0	-1	-1	G
1994	6	VC	619.0	1	1	I
1994	6	VI	2.0	-1	-1	I
1994	6	VS	617.0	1	1	I
1994	7	VC	531.0	-1	-1	A
1994	7	VI	7.0	1	1	I
1994	7	VS	524.0	-1	-1	A
1994	8	VC	606.0	1	1	I
1994	8	VI	8.0	1	1	A
1994	8	VS	598.0	1	1	I
1994	9	VC	555.0	-1	-1	A
1994	9	VI	6.0	-1	1	A
1994	9	VS	549.0	-1	-1	A
1994	10	VC	607.0	1	1	I
1994	10	VI	5.0	-1	-1	C
1994	10	VS	602.0	1	1	I
1994	11	VC	558.0	-1	-1	A
1994	11	VI	8.0	1	1	I
1994	11	VS	550.0	-1	-1	A
1994	12	VC	577.0	1	1	I
1994	12	VI	3.0	-1	-1	A
1994	12	VS	574.0	1	1	I
1995	1	VC	896.0	1	1	A
1995	1	VI	13.0	1	1	I
1995	1	VS	883.0	1	1	A
1995	2	VC	584.0	-1	1	A
1995	2	VI	6.0	-1	1	A
1995	2	VS	578.0	-1	1	A
1995	3	VC	715.0	1	1	C
1995	3	VI	5.0	-1	-1	C
1995	3	VS	710.0	1	1	C
1995	4	VC	620.0	-1	1	A
1995	4	VI	6.0	1	1	I
1995	4	VS	614.0	-1	1	A
1995	5	VC	706.0	1	1	C
1995	5	VI	7.0	1	1	A
1995	5	VS	699.0	1	1	C
1995	6	VC	712.0	1	1	A
1995	6	VI	9.0	1	1	A
1995	6	VS	703.0	1	1	A
1995	7	VC	686.0	-1	1	A
1995	7	VI	5.0	-1	-1	A
1995	7	VS	681.0	-1	1	A
1995	8	VC	693.0	1	1	C
1995	8	VI	5.0	0	-1	I
1995	8	VS	688.0	1	1	C
1995	9	VC	725.0	1	1	A
1995	9	VI	4.0	-1	-1	H
1995	9	VS	721.0	1	1	A
1995	10	VC	636.0	-1	1	A
1995	10	VI	4.0	0	-1	I
1995	10	VS	632.0	-1	1	A
1995	11	VC	630.0	-1	1	C
1995	11	VI	2.0	-1	-1	H
1995	11	VS	628.0	-1	1	C
1995	12	VC	718.0	1	1	C
1995	12	VI	7.0	1	1	I
1995	12	VS	711.0	1	1	C
1996	1	VC	1024.0	1	1	A
1996	1	VI	16.0	1	1	A
1996	1	VS	1008.0	1	1	A
1996	2	VC	744.0	-1	1	A
1996	2	VI	6.0	-1	-1	A
1996	2	VS	738.0	-1	1	A
1996	3	VC	816.0	1	1	C
1996	3	VI	9.0	1	1	I
1996	3	VS	807.0	1	1	C
1996	4	VC	820.0	1	1	A
1996	4	VI	7.0	-1	1	A
1996	4	VS	813.0	1	1	A
1996	5	VC	958.0	1	1	A
1996	5	VI	6.0	-1	-1	C
1996	5	VS	952.0	1	1	A
1996	6	VC	968.0	1	1	A
1996	6	VI	9.0	1	1	I
1996	6	VS	959.0	1	1	A
1996	7	VC	934.0	-1	1	A
1996	7	VI	6.0	-1	-1	A
1996	7	VS	928.0	-1	1	A
1996	8	VC	915.0	-1	1	C
1996	8	VI	12.0	1	1	I
1996	8	VS	903.0	-1	1	C
1996	9	VC	843.0	-1	1	C
1996	9	VI	2.0	-1	-1	A
1996	9	VS	841.0	-1	1	C
1996	10	VC	946.0	1	1	C
1996	10	VI	8.0	1	1	I
1996	10	VS	938.0	1	1	C
1996	11	VC	959.0	1	1	A
1996	11	VI	3.0	-1	-1	A
1996	11	VS	956.0	1	1	A
1996	12	VC	969.0	1	1	A
1996	12	VI	9.0	1	1	I
1996	12	VS	960.0	1	1	A
1997	1	VC	1361.0	1	1	A
1997	1	VI	16.0	1	1	A
1997	1	VS	1345.0	1	1	A
1997	2	VC	1059.0	-1	1	A
1997	2	VI	17.0	1	1	A
1997	2	VS	1042.0	-1	1	A
1997	3	VC	1126.0	1	1	C
1997	3	VI	8.0	-1	1	A
1997	3	VS	1118.0	1	1	C
1997	4	VC	1061.0	-1	1	A
1997	4	VI	11.0	1	1	C
1997	4	VS	1050.0	-1	1	A
1997	5	VC	1161.0	1	1	C
1997	5	VI	10.0	-1	1	A
1997	5	VS	1151.0	1	1	C
1997	6	VC	1168.0	1	1	A
1997	6	VI	11.0	1	1	C
1997	6	VS	1157.0	1	1	A
1997	7	VC	1110.0	-1	1	A
1997	7	VI	9.0	-1	1	A
1997	7	VS	1101.0	-1	1	A
1997	8	VC	1218.0	1	1	C
1997	8	VI	13.0	1	1	C
1997	8	VS	1205.0	1	1	C
1997	9	VC	1215.0	-1	1	A
1997	9	VI	10.0	-1	1	A
1997	9	VS	1205.0	0	1	A
1997	10	VC	1055.0	-1	1	C
1997	10	VI	7.0	-1	-1	C
1997	10	VS	1048.0	-1	1	B
1997	11	VC	1127.0	1	1	C
1997	11	VI	11.0	1	1	I
1997	11	VS	1116.0	1	1	C
1997	12	VC	1051.0	-1	1	A
1997	12	VI	5.0	-1	-1	A
1997	12	VS	1046.0	-1	1	A
1998	1	VC	1380.0	1	1	C
1998	1	VI	21.0	1	1	I
1998	1	VS	1359.0	1	1	C
1998	2	VC	974.0	-1	1	A
1998	2	VI	17.0	-1	1	A
1998	2	VS	957.0	-1	1	A
1998	3	VC	1186.0	1	1	C
1998	3	VI	3.0	-1	-1	C
1998	3	VS	1183.0	1	1	C
1998	4	VC	985.0	-1	1	A
1998	4	VI	4.0	1	-1	I
1998	4	VS	981.0	-1	1	A
1998	5	VC	1116.0	1	1	C
1998	5	VI	9.0	1	1	G
1998	5	VS	1107.0	1	1	C
1998	6	VC	1014.0	-1	1	A
1998	6	VI	10.0	1	1	A
1998	6	VS	1004.0	-1	1	A
1998	7	VC	1018.0	1	1	C
1998	7	VI	6.0	-1	-1	A
1998	7	VS	1012.0	1	1	C
1998	8	VC	1183.0	1	1	A
1998	8	VI	8.0	1	-1	I
1998	8	VS	1175.0	1	1	A
1998	9	VC	1104.0	-1	1	A
1998	9	VI	14.0	1	1	G
1998	9	VS	1090.0	-1	1	A
1998	10	VC	1123.0	1	1	C
1998	10	VI	9.0	-1	-1	A
1998	10	VS	1114.0	1	1	C
1998	11	VC	1160.0	1	1	A
1998	11	VI	10.0	1	1	I
1998	11	VS	1150.0	1	1	A
1998	12	VC	1053.0	-1	1	A
1998	12	VI	13.0	1	1	A
1998	12	VS	1040.0	-1	-1	A
1999	1	VC	1567.0	1	1	C
1999	1	VI	28.0	1	1	A
