Año	Mes	CaseCount
1958	1	27
1958	2	16
1958	3	49
1958	4	31
1958	5	19
1958	6	9
1958	7	17
1958	8	45
1958	9	14
1958	10	8
1958	11	19
1958	12	6
1959	1	14
1959	2	6
1959	3	28
1959	4	27
1959	5	10
1959	6	29
1959	7	24
1959	8	16
1959	9	23
1959	10	32
1959	11	10
1959	12	3
1960	1	35
1960	2	6
1960	3	1
1960	4	4
1960	5	6
1960	6	5
1960	7	25
1960	8	25
1960	9	0
1960	10	13
1960	11	9
1960	12	0
1961	1	14
1961	2	15
1961	3	9
1961	4	28
1961	5	25
1961	6	6
1961	7	35
1961	8	17
1961	9	8
1961	10	27
1961	11	11
1961	12	19
1962	1	28
1962	2	29
1962	3	63
1962	4	19
1962	5	9
1962	6	24
1962	7	33
1962	8	6
1962	9	13
1962	10	7
1962	11	5
1962	12	1
1963	1	28
1963	2	78
1963	3	40
1963	4	13
1963	5	44
1963	6	26
1963	7	11
1963	8	36
1963	9	1
1963	10	1
1963	11	7
1963	12	10
1964	1	0
1964	2	2
1964	3	9
1964	4	5
1964	5	15
1964	6	5
1964	7	11
1964	8	2
1964	9	1
1964	10	0
1964	11	0
1964	12	18
1965	1	4
1965	2	0
1965	3	6
1965	4	1
1965	5	6
1965	6	2
1965	7	6
1965	8	0
1965	9	0
1965	10	2
1965	11	0
1965	12	1
1966	1	0
1966	2	0
1966	3	0
1966	4	2
1966	5	0
1966	6	6
1966	7	0
1966	8	0
1966	9	0
1966	10	0
1966	11	0
1966	12	0
1967	1	0
1967	2	0
1967	3	0
1967	4	0
1967	5	0
1967	6	0
1967	7	0
1967	8	0
1967	9	0
1967	10	0
1967	11	0
1967	12	0
1968	1	2
1968	2	0
1968	3	0
1968	4	2
1968	5	0
1968	6	0
1968	7	0
1968	8	0
1968	9	1
1968	10	0
1968	11	4
1968	12	0
1969	1	1
1969	2	0
1969	3	0
1969	4	0
1969	5	0
1969	6	0
1969	7	0
1969	8	1
1969	9	0
1969	10	0
1969	11	3
1969	12	1
1970	1	0
1970	2	3
1970	3	0
1970	4	0
1970	5	3
1970	6	1
1970	7	2
1970	8	0
1970	9	0
1970	10	1
1970	11	2
1970	12	0
1971	1	7
1971	2	0
1971	3	0
1971	4	0
1971	5	0
1971	6	0
1971	7	0
1971	8	0
1971	9	0
1971	10	1
1971	11	0
1971	12	0
1972	1	0
1972	2	0
1972	3	0
1972	4	0
1972	5	0
1972	6	0
1972	7	1
1972	8	1
1972	9	0
1972	10	0
1972	11	0
1972	12	0
1973	1	0
1973	2	0
1973	3	0
1973	4	0
1973	5	0
1973	6	0
1973	7	1
1973	8	2
1973	9	0
1973	10	0
1973	11	0
1973	12	0
1974	1	3
1974	2	0
1974	3	0
1974	4	2
1974	5	1
1974	6	1
1974	7	2
1974	8	0
1974	9	0
1974	10	0
1974	11	0
1974	12	1
1975	1	0
1975	2	3
1975	3	0
1975	4	0
1975	5	0
1975	6	0
1975	7	0
1975	8	0
1975	9	1
1975	10	0
1975	11	1
1975	12	3
1976	1	0
1976	2	0
1976	3	0
1976	4	0
1976	5	0
1976	6	0
1976	7	1
1976	8	2
1976	9	0
1976	10	0
1976	11	0
1976	12	0
1977	1	0
1977	2	0
1977	3	0
1977	4	0
1977	5	1
1977	6	1
1977	7	0
1977	8	0
1977	9	0
1977	10	0
1977	11	0
1977	12	0
1978	1	0
1978	2	0
1978	3	1
1978	4	2
1978	5	1
1978	6	0
1978	7	1
1978	8	1
1978	9	5
1978	10	0
1978	11	1
1978	12	1
1979	1	1
1979	2	1
1979	3	3
1979	4	2
1979	5	2
1979	6	10
1979	7	2
1979	8	1
1979	9	0
1979	10	0
1979	11	2
1979	12	0
1980	1	0
1980	2	0
1980	3	0
1980	4	2
1980	5	2
1980	6	0
1980	7	0
1980	8	7
1980	9	0
1980	10	0
1980	11	1
1980	12	1
1981	1	11
1981	2	1
1981	3	0
1981	4	1
1981	5	0
1981	6	2
1981	7	1
1981	8	1
1981	9	1
1981	10	4
1981	11	2
1981	12	3
1982	1	0
1982	2	0
1982	3	0
1982	4	0
1982	5	2
1982	6	1
1982	7	0
1982	8	5
1982	9	0
1982	10	0
1982	11	1
1982	12	1
1983	1	1
1983	2	2
1983	3	3
1983	4	0
1983	5	2
1983	6	2
1983	7	3
1983	8	2
1983	9	5
1983	10	2
1983	11	2
1983	12	5
1984	1	2
1984	2	9
1984	3	3
1984	4	4
1984	5	4
1984	6	0
1984	7	4
1984	8	2
1984	9	22
1984	10	3
1984	11	2
1984	12	6
1985	1	4
1985	2	3
1985	3	4
1985	4	3
1985	5	7
1985	6	44
1985	7	8
1985	8	7
1985	9	0
1985	10	15
1985	11	8
1985	12	4
1986	1	3
1986	2	5
1986	3	9
1986	4	5
1986	5	10
1986	6	9
1986	7	5
1986	8	21
1986	9	3
1986	10	5
1986	11	2
1986	12	4
1987	1	3
1987	2	9
1987	3	6
1987	4	6
1987	5	1
1987	6	8
1987	7	13
1987	8	15
1987	9	15
1987	10	3
1987	11	11
1987	12	9
1988	1	12
1988	2	8
1988	3	5
1988	4	9
1988	5	10
1988	6	10
1988	7	8
1988	8	13
1988	9	23
1988	10	17
1988	11	11
1988	12	33
1989	1	31
1989	2	18
1989	3	18
1989	4	15
1989	5	11
1989	6	4
1989	7	14
1989	8	8
1989	9	11
1989	10	22
1989	11	16
1989	12	4
1990	1	11
1990	2	9
1990	3	5
1990	4	9
1990	5	9
1990	6	9
1990	7	13
1990	8	15
1990	9	7
1990	10	3
1990	11	12
1990	12	6
1991	1	14
1991	2	8
1991	3	4
1991	4	7
1991	5	8
1991	6	21
1991	7	21
1991	8	7
1991	9	8
1991	10	8
1991	11	17
1991	12	13
1992	1	21
1992	2	7
1992	3	13
1992	4	13
1992	5	10
1992	6	14
1992	7	25
1992	8	16
1992	9	27
1992	10	11
1992	11	30
1992	12	17
1993	1	25
1993	2	18
1993	3	13
1993	4	12
1993	5	5
1993	6	21
1993	7	9
1993	8	10
1993	9	13
1993	10	7
1993	11	25
1993	12	11
1994	1	20
1994	2	12
1994	3	16
1994	4	9
1994	5	15
1994	6	16
1994	7	20
1994	8	8
1994	9	17
1994	10	11
1994	11	16
1994	12	27
1995	1	7
